sn_id,sn_model_name,sn_model_code,sn_maker,sn_release_date,sn_os,sn_sale_type,sn_display_cm,sn_display_in,sn_display_type,sn_display_resolution,sn_display_ppi,sn_display_hz,sn_display_aspect_ratio,sn_display_size,sn_display_width,sn_display_height,sn_display_hdr,sn_ap_type,sn_core,sn_core_clock,sn_gpu_core,sn_npu_dsp,sn_sensor_hub,sn_modem,sn_ram,sn_Builtin_memory,sn_storage,sn_external_memory,sn_5g,sn_4g,sn_wifi,sn_bluetooth,sn_satellite,sn_usim_type,sn_dual_usim,sn_camera_type,sn_back_camera,sn_front_camera,sn_camera_resolution,sn_flash,sn_photo_resolution,sn_front_resolution,sn_front_video_resolution,sn_camera_aperture,sn_hand_tremor_correction,sn_hand_tremor_protection,sn_camera_flash,sn_hdr_filming,sn_auto_hdr,sn_optical_zoom,sn_geotag,sn_laser_auto_focus,sn_auto_focus,sn_out_focus,sn_touch_focus,sn_panorama,sn_tof,sn_night_photography,sn_iphone_terminal,sn_speaker,sn_high_sound_quality,sn_sound_technology,sn_fingerprint,sn_face,sn_iris,sn_voice,sn_ai,sn_payment,sn_touch_pen,sn_dustproof,sn_etc,sn_charging_terminal,sn_battery,sn_battery_type1,sn_battery_type2,sn_battery_type3,sn_battery_terminal,sn_fast_charge,sn_wireless_charge,sn_color,sn_width,sn_height,sn_thickness,sn_weight
214,아이폰12 Pro Max,A2411,apple,,14.1,,0,6.7,HDR 지원 AMOLED,2778 x 1284,458,60Hz,19.5:9,,,,,,,,,,,,6 GB LPDDR4X SDRAM,128/256/512,,,5G,4G,,5,"GPS & A-GPS, GLONASS, Galileo, QZSS, Beidou",,,,, 1200만,,True Tone 플래시LiDAR 센서Dolby Vision 촬영 지원 (최대 4K 60fps),,,,,,,,,,,,,,,,,,,,,,,,전면 SL 센서(TrueDepth 카메라 시스템) 얼굴 인식 방식,,,,,,,"IP68 등급 방수 방진 지원, Dolby Atmos 기술 탑재, MagSafe 지원","USB 2.0 Apple Lightning 8-pin x 1, MagSafe x 1","3,687",내장형 Li-Ion  ,USB Power Delivery 2.0 (20 W),,,,,"그래파이트, 실버, 골드, 퍼시픽 블루",78.1,160.8,7.4,"226"
215,아이폰12 Mini,A2399,apple,,iOS 14.1,,0,0,,,,,,,,,,,,,,,,,4 GB LPDDR4X SDRAM,64/128/256,,,5G,4G,,5,"GPS & A-GPS, GLONASS, Galileo, QZSS, Beidou",,,,"1,200만 위상차 검출 AF"," 1,200만",,True Tone 플래시광학 2배줌 지원,,,,,,,,,,,,,,,,,,,,,,,,전면 SL 센서(TrueDepth 카메라 시스템) 인식 방식,,,,,,,"IP68 등급 방수 방진 지원, Dolby Atmos 기술 탑재, MagSafe 지원","USB 2.0 Apple Lightning 8-pin x 1, MagSafe x 1","2,227",내장형 Li-Ion  ,USB Power Delivery 2.0 (20 W),,,,,"블랙, 화이트, 그린, 블루, (PRODUCT)RED",64.2,131.5,7.4,"133"
216,갤럭시폴드2,SM-F916,samsung,,안드로이드 10 | 11Samsung One UI 2.5 | 3 | 3.1,,0,7.6,Dynamic AMOLED 2X Foldable,2208 X 1768,372,120Hz,5:4,,,,,퀄컴 스냅드래곤 865+ SM8250-AB Platform. ,,ARM Cortex-A77 MP1 3.09 GHz + MP3 2.42 GHz CPUARM Cortex-A55 MP4 1.8 GHz CPU,퀄컴 Adreno 650 670 MHz GPU,퀄컴 Hexagon 690 DSP,DSP 대체,Qualcomm Snapdragon X24 LTE Modem,12 GB LPDDR5 SDRAM,256, UFS 3.1,,5G,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",, e-SIM 연계 듀얼심 지원(국내판은 single SIM) (DisplayPort -.- 지원),,"1,000만 ","1,000만",,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,,,,,,"AKG 튜닝 및 Dolby Atmos 기술 탑재, FM 라디오 지원, 방수방진 미지원  [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, RGB 광, 근접",USB 3.1 Gen1 Type-C x 1,4500,내장형 Li-Ion  ,"삼성전자 Adaptive Super Fast Charging (25 W)퀄컴 퀵 차지 2.0 (25 W), USB Power Delivery 3.0 (25 W)",,,,,"미스틱 브론즈, 미스틱 블랙", ,1,3,"282"
217,갤럭시 A12,SM-A125,samsung,,안드로이드 10Samsung One UI Core 2.5,,0,6.5,PLS TFT-LCD,1600 x 720,270,60Hz,20:9,,,,,MediaTek Helio P35 MT6765 SoC.  ,,ARM Cortex-A53 Quad-Core 2.35 GHz CPU ARM Cortex-A53 Quad-Core 1.8 GHz CPU,IT PowerVR GE8320 Dual-Cluster 680 MHz GPU,Cadence Tensilica Vision P5 500 MHz DSP,ARM Cortex-M4 MCU,(파트넘버 불명) 내장,3 GB LPDDR3 SDRAM,32, eMMC 5.1, micro SDXC 규격상 2 TB,,4G,,5,"GPS & A-GPS, GLONASS, Galileo",,,,"4,800만  + 500만  + 200만  + 200만 ", 800만,,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,,,,,,FM 라디오 지원 ,"USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",5000,내장형 Li-Ion  ,삼성전자 Adaptive Fast Charging (15 W),,,,,"블랙, 화이트",164,75.8,8.9,"205"
218,갤럭시S21 Ultra,SM-G998,samsung,,안드로이드 11 Samsung One UI 3.1,,0,6.8,Dynamic AMOLED 2X LTPO (M11 유기재료) Dual Edge,3200 x 1440,515,120Hz,20:9,,,,,삼성 엑시노스 10 Series (2100) SoC.   ,,ARM Cortex-X1 MP1 2.91 GHz CPU + ARM Cortex-A78 MP3 2.81 GHz CPU + ARM Cortex-A55 MP4 2.21 GHz CPU,ARM Mali-G78 MP14 858 MHz GPU,(파트넘버 불명) Triple-Core NPU,NPU 대체,(파트넘버 불명) 내장,12 GB LPDDR5 SDRAM,256, UFS 3.1,,5G,4G,,5.2,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",,USB 3.2 Gen1 Type-C × 1,,"1억 800만 2세대 + 1,000만  + 1,000만  + 1,200만 "," 4,000만",,LED 플래시레이저 AF 센서,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,전면 카메라 인식 방식,,,,,,,"IP68 등급 방수 방진 지원, AKG 튜닝 및 Dolby Atmos 기술 탑재, 4096 필압(레벨) 틸트 인식 S펜 지원, FM 라디오 지원 [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, RGB 광, 근접",,5000,내장형 Li-Ion  ,"삼성전자 Super Fast Charging - USB Power Delivery 3.0 (25 W)삼성전자 Adaptive Fast Charging (15 W), 퀄컴 퀵 차지 2.0 (15 W)",,,,,"팬텀 블랙, 팬텀 실버, 팬텀 티타늄[512GB], 팬텀 브라운[512GB], 팬텀 네이비[512GB]", ,8,.,"227"
219,갤럭시S21 Plus,SM-G996,samsung,,안드로이드 11 Samsung One UI 3.1,,0,6.7,Dynamic AMOLED 2X(M10 유기재료) ,2400 x 1080,394,120Hz,20:9,,,,,삼성 엑시노스 10 Series (2100) SoC.   ,,ARM Cortex-X1 MP1 2.91 GHz CPU + ARM Cortex-A78 MP3 2.81 GHz CPU + ARM Cortex-A55 MP4 2.21 GHz CPU,ARM Mali-G78 MP14 858 MHz GPU,(파트넘버 불명) Triple-Core NPU,NPU 대체,(파트넘버 불명) 내장,8 GB LPDDR5 SDRAM,256, UFS 3.1,,5G,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",,USB 3.2 Gen2 Type-C × 1,,"1,200만  + 6,400만  + 1,200만 "," 1,000만",,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,전면 카메라 인식 방식,,,,,,,"IP68 등급 방수 방진 지원, AKG 튜닝 및 Dolby Atmos 기술 탑재, FM 라디오 지원 [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, RGB 광, 근접",,4800,내장형 Li-Ion  ,"삼성전자 Super Fast Charging - USB Power Delivery 3.0 (25 W)삼성전자 Adaptive Fast Charging (15 W), 퀄컴 퀵 차지 2.0 (15 W)",,,,,"팬텀 블랙, 팬텀 실버, 팬텀 바이올렛, 팬텀 핑크", ,7,.,"200"
220,갤럭시S21,SM-G991,samsung,,안드로이드 11 Samsung One UI 3.1,,0,6.2,Dynamic AMOLED 2X(M10 유기재료) ,2400 x 1080,421,120Hz,20:9,,,,,삼성 엑시노스 10 Series (2100) SoC.   ,,ARM Cortex-X1 MP1 2.91 GHz CPU + ARM Cortex-A78 MP3 2.81 GHz CPU + ARM Cortex-A55 MP4 2.21 GHz CPU,ARM Mali-G78 MP14 858 MHz GPU,(파트넘버 불명) Triple-Core NPU,NPU 대체,(파트넘버 불명) 내장,8 GB LPDDR5 SDRAM,256, UFS 3.1,,5G,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",,USB 3.2 Gen2 Type-C × 1,,"1,200만  + 6,400만  + 1,200만 "," 1,000만",,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,전면 카메라 인식 방식,,,,,,,"IP68 등급 방수 방진 지원, AKG 튜닝 및 Dolby Atmos 기술 탑재, FM 라디오 지원  [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, RGB 광, 근접",,4000,내장형 Li-Ion  ,"삼성전자 Super Fast Charging - USB Power Delivery 3.0 (25 W)삼성전자 Adaptive Fast Charging (15 W), 퀄컴 퀵 차지 2.0 (15 W)",,,,,"팬텀 그레이, 팬텀 핑크, 팬텀 바이올렛, 팬텀 화이트", ,7,.,"169"
221,넥서스5,LG-D821,lg,,안드로이드 4.4 (KitKat) | 5.0 | 5.1 (Lollipop) | 6.0 (Marshmallow),,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR3 SDRAM,16/32, eMMC -.-,,,,,4,,,,,, 130만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무선충전 Qi 규격 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트, 레드",69.2,137.8,8.6,"130"
222,옵티머스 뷰,LG-F100,lg,,안드로이드 2.3 (Gingerbread) | 4.0 (Icecream Sandwich)  | 4.1 (Jelly Bean)옵티머스 UI 2.0 | 3.0 / NTT 도코모 팔레트 UI,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,32, ,,,,,3,,,,,, 130만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기본,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,,90.4,139.6,8.5,"168"
223,옵티머스 G,LG-F180,lg,,안드로이드 4.0 (Icecream Sandwich) | 4.1 (Jelly Bean) | 4.4 (KitKat)옵티머스 UI 3.0 | 4.0,,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR2 SDRAM,32, eMMC,,,,,4,,,,,, 130만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,국제,"USB 2.0 micro Type-B x 1 (MHL 지원), 3.5 mm 단자 x 1",,,,,,,,"오닉스 블랙, 플래티넘 화이트, 코도반 레드",68.9,131.9,8.45,"145"
224,옵티머스 뷰2,LG-F200,lg,,안드로이드 4.0 (Icecream Sandwich) | 4.1 (Jelly Bean) | 4.4 (KitKat)옵티머스 UI 3.0 | 4.0,,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR2 SDRAM,16, , micro SDHC 최대 32 GB 지원,,,,4,,,,,, 130만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VoLTE 지원, 러버듐 펜 2.0 증정, 지상파 DMB 지원, 적외선 센서(Q리모트), 무선충전 Qi 규격 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"일루젼 블랙, 일루젼 화이트, 일루젼 핑크",85.6,132.2,9.4,"159"
225,옵티머스 GK,LG-F220,lg,,안드로이드 4.1 (Jelly Bean) | 4.4 (KitKat) | 5.0 (Lollipop)LG UI 3.0 | 4.0 | LG UX 3.0 / NTT 도코모 팔레트 UI 2.040,,0,0,,,,,,,,,,,,,,,,,NTT,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTT,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"인디고 블랙, 플래티넘 화이트",70,139,9.9,"156"
226,엘지 뷰3,LG-F300,lg,,안드로이드 4.2 (Jelly Bean) | 4.4 (KitKat)LG UI 4.0,,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR3 SDRAM,16, , micro SDXC 최대 64 GB 지원,,,,4,,,,,, 210만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VoLTE 지원, Q리모트 지원, 러버듐 펜 지원, 지상파 DMB 지원, aptX 지원, Hi-Fi(24 Bit/192 KHz) 사운드 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"화이트, 인디고 블랙, 민트",85.6,132.1,9.4,"161"
227,엘지 밴드플레이,LG-F570,lg,,안드로이드 5.1 (Lollipop) | 6.0 (Marshmallow)LG UX 4.0,,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR3 SDRAM,16, , micro SDXC 최대 128 GB 지원,,,,4.1,,,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VoLTE 지원, 지상파 DMB 및 고화질 스마트 DMB 지원, FM 라디오 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트",71.9,139.7,8.3,"126"
228,프라다폰 3.0,LG-KU5400,lg,,안드로이드 2.3 (Gingerbread) | 4.0 (Icecream Sandwich)LG UI 2.0 | 3.0 / NTT 도코모 팔레트 UI,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,, , micro SDHC 최대 32 GB 지원,,,,,,,,,, 130만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM 라디오  혹은 모바일 TV 지원.,,,,,,,,,,69,127.5,8.5,"138"
229,옵티머스Q2,LG-LU6500,lg,,안드로이드 2.3 (Gingerbread) | 4.0 (Icecream Sandwich)옵티머스 UI 2.0 | 3.0(LG UX 1.0),,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,8, eMMC , micro SDHC 최대 32GB 지원,,,,3,,,,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"지상파 DMB 지원, 슬라이드 쿼티 자판 탑재","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,,65,123,12.3,"147"
230,Q70,LM-Q730,lg,,안드로이드 9 (Pie) | 10LG UX 8.0 | 9.0 | 9.0 VELVET UI,,0,6.4,IPS TFT-LCD,2310 x 1080,398,60Hz,19.25:9,,,,,퀄컴 스냅드래곤 675 SM6150 Platform.  ,,Qualcomm Kryo 460 Gold Dual-Core 2 GHz CPUQualcomm Kryo 460 Silver Hexa-Core 1.7 GHz CPU,퀄컴 Adreno 612 845 MHz GPU,퀄컴 Hexagon 685 DSP,DSP 대체,Qualcomm Snapdragon X12 LTE Modem,4 GB LPDDR4 SDRAM,64, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,5,"GPS & A-GPS, GLONASS",,,,"3,200만  + 1,300만  + 500만 "," 1,600만",,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,"IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득, DTS:X 음향 기술 탑재, FM 라디오 지원","USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",4000,내장형 Li-Ion  ,퀄컴 퀵 차지 3.0 (16.2 W),,,,,미러 블랙,76.8,162.1,8.3,"198"
231,Q92,LM-Q920,lg,,안드로이드 10LG UX 9.0 VELVET UI,,0,6.67,IPS TFT-LCD,2400 x 1080,395,60Hz,20:9,,,,,퀄컴 스냅드래곤 765G SM7250-AB Platform.  ,,Qualcomm Kryo 475 Gold MP1 2.4 GHz + MP1 2.2 GHz CPUQualcomm Kryo 475 Silver MP6 1.8 GHz CPU,퀄컴 Adreno 620 625 MHz GPU,퀄컴 Hexagon 696 DSP,DSP 대체,Qualcomm Snapdragon X52 5G Modem,6 GB LPDDR4X SDRAM,128, UFS 2.1, micro SDXC 2 TB 공식 지원,5G,4G,,5.1,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,"4,800만  + 800만  + 500만  + 200만 "," 3,200만",,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,"MIL-STD-810G 인증 취득, 인공지능 사운드 지원, FM 라디오 지원","USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",,,,,,,,"세라믹 화이트, 미러 티탄, 미러 레드",77.3,166.5,8.5,"193"
232,옵티머스 Z,SU950,lg,,안드로이드 2.1 (Eclair) | 2.2 (Froyo)옵티머스 UI 1.0,,0,0,,,,,,,,,,,,,,,,,512 MB LPDDR1 SDRAM,1, , micro SDHC 최대 32GB 지원,,,,2,,,통합 20핀 단자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,지상파 DMB 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,,56.8,117.9,11.05,"135"
233,갤럭시 지오,SHW-M290,samsung,,안드로이드 2.2 (Froyo) | 2.3 (Gingerbread)삼성 터치위즈 3.0(보급형 경량판),,0,0,,,,,,,,,,,,,,,,,384 MB LPDDR1 SDRAM,512MB, , micro SDHC 최대 32 GB 지원,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,국제,,,,,,,,,"블랙, 화이트, 레드",57.5,110.5,11.15,"102"
234,갤럭시 A10,SM-A105,samsung,,안드로이드 9 (Pie) | 10Samsung One UI 1.1 | 2,,0,6.2,TFT-LCD,1520 x 720,271,60Hz,19:9,,,,,삼성 엑시노스 7 Series (7884) SoC.  ,,ARM Cortex-A73 MP2 1.6 GHz CPUARM Cortex-A53 MP6 1.35 GHz CPU,ARM Mali-G71 MP2 845 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB LPDDR4X SDRAM,32, eMMC -.-, micro SDXC 규격상 2 TB,,4G,,5,"GPS & A-GPS, GLONASS, Beidou",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,전면 카메라 인식 방식,,,,,,,"Dolby Atmos 기술 탑재,  [ 기타 탑재 센서 정보 ]가속도, 근접","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,블랙,75.6,155.6,7.9,"168"
235,갤럭시 A21s,SM-A217,samsung,,안드로이드 10 | 11 Samsung One UI Core 2.1 | 2.5 | 3.1,,0,6.5,PLS TFT-LCD,1600 x 720,270,60Hz,20:9,,,,,삼성 엑시노스 9 Series (850) SoC.  ,,ARM Cortex-A55 Quad-Core 2.0 GHz CPUARM Cortex-A55 Quad-Core 2.0 GHz CPU,ARM Mali-G52 Single-Core 1 GHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,3 GB LPDDR4X SDRAM,32, eMMC 5.1, micro SDXC 규격상 2 TB,,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,"4,800만  + 800만  + 200만  + 200만 "," 1,300만",,LED 플래시디지털 8배줌 지원,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,,,,,,"Dolby Atmos 기술 탑재FM 라디오 지원,  [ 기타 탑재 센서 정보 ]가속도, 자이로, 지자기, 근접, 가상조도","USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",5000,내장형 Li-Ion  ,삼성전자 Adaptive Fast Charging (15 W)USB Power Delivery 2.0 (15 W),,,,,"블랙, 화이트, 레드, 실버",75.3,163.7,8.9,"192"
236,갤럭시 A7 2017,SM-A720,samsung,,안드로이드 7.0 (Nougat) | 8.0 (Oreo) | 9 (Pie)Samsung Experience 8.1 | 9.0 | Samsung One UI 1.1,,0,5.7,Super AMOLED,1920 x 1080,386,60Hz,16:9,,,,,삼성 엑시노스 7 Series (7880) SoC.  ,,ARM Cortex-A53 MP8 1.9 GHz CPU,ARM Mali-T830 MP3 950 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,3 GB LPDDR4 SDRAM,32, eMMC -.-, micro SDXC 규격상 2 TB,,4G,,4.2,"GPS & A-GPS, GLONASS, Beidou",,,,," 1,600만",,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,"IP68 등급 방수 방진 지원, FM 라디오 지원","USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",3600,내장형 Li-Ion  ,삼성전자 Adaptive Fast Charging (15 W),,,,,"블랙 스카이, 골드 샌드, 피치 클라우드",77.6,156.8,7.9,"186"
237,갤럭시 폴더,SM-G150,samsung,,안드로이드 5.1 (Lollipop)삼성 터치위즈 네이쳐 UX 4.0,,0,3.8,TFT-LCD,480 x 800,,60Hz,15:9,,,,,삼성 엑시노스 3 Quad (3475) SoC.  ,,ARM Cortex-A7 MP4 1.2 GHz CPU,ARM Mali-T720 667 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,1.5 GB LPDDR3 SDRAM,8, eMMC -.-, micro SDXC 규격상 2 TB,,4G,,4.1,"GPS & A-GPS, GLONASS",,,,, 200만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"지상파 DMB 및 고화질 스마트 DMB 지원, FM 라디오 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트, 앱솔루트 블랙",60.2,122,15.3,"155"
238,갤럭시 와이드2,SM-J727,samsung,,안드로이드 7.0 (Nougat) | 8.1 (Oreo) | 9 (Pie)Samsung Experience 8.0 | 9.5 | Samsung One UI 1.0,,0,5.52,TFT-LCD,1280 x 720,,60Hz,16:9,,,,,삼성 엑시노스 7 Octa (7870) SoC.  ,,ARM Cortex-A53 MP8 1.6 GHz CPU,ARM Mali-T830 1 GHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB LPDDR3 SDRAM,16, eMMC 5.0, micro SDXC 규격상 2 TB,,4G,,4.1,"GPS & A-GPS, GLONASS, Beidou",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,일부 모델 에어리어 방식 지문인식 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 실버",76.2,151.4,8.6,"170"
239,갤럭시 M20,SM-M205,samsung,,안드로이드 9 (Pie) | 10Samsung One UI 1.1 | 2,,0,6.3,PLS TFT-LCD,2340 x 1080,409,60Hz,19.5:9,,,,,삼성 엑시노스 7 Series (7904) SoC.  ,,ARM Cortex-A73 Dual-Core 1.8 GHz CPUARM Cortex-A53 Hexa-Core 1.6 GHz CPU,ARM Mali-G71 Dual-Core 845 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,3 GB LPDDR4X SDRAM,32, eMMC 5.1, micro SDXC 규격상 2 TB,,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,"1,300만  + 500만 ", 800만,,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,,,,,,Dolby Atmos 기술 탑재,"USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",5000,내장형 Li-Ion  ,삼성전자 Adaptive Fast Charging (15 W)USB Power Delivery 2.0 (15 W),,,,,차콜 블랙,74.5,156.4,8.8,"186"
240,LG L70,LG-D329,lg,,안드로이드 4.4 (KitKat)LG UI 4.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,4, eMMC -.-, micro SDHC 최대 32 GB 지원,,,,4,,,일부 모델 듀얼심 지원,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,일부 모델 FM 라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트",66.8,127.2,9.5,"127.5"
241,옵티머스 L9,LG-D700,lg,,안드로이드 4.0 (Icecream Sandwich) | 4.1 (Jelly Bean)옵티머스 UI 3.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,4, , micro SDHC 최대 32 GB 지원,,,,3,,,,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM 라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,,68.8,127.8,9.1,"119.1"
242,옵티머스 LTE 태그,LG-F120,lg,,안드로이드 2.3 (Gingerbread) | 4.0 (Icecream Sandwich) | 4.1 (Jelly Bean)옵티머스 UI 2.0 | 3.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,16, , micro SDHC 최대 32 GB 지원,,,,3,,,,,, 130만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,한국,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,,67.9,126.5,9.53,"141.7"
243,옵티머스 LTE2,LG-F160,lg,,안드로이드 4.0 (Icecream Sandwich) | 4.1 (Jelly Bean)옵티머스 UI 3.0(LG UX 1.0),,0,0,,,,,,,,,,,,,,,,,한국,,,,,,,4,,,,,, 130만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,한국,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트",69.5,134.7,8.9,"145"
244,아이스크림 스마트,LG-F440,lg,,안드로이드 4.4 (KitKat)LG UX 3.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,8, , micro SDHC 최대 64 GB 지원,,,,4,,,,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VoLTE 지원, 지상파 DMB 지원, FM 라디오 지원, 카카오톡 다이렉트 물리 버튼 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블루, 핑크",59.4,118.6,16.9,"138"
245,LG 젠틀,LG-F580,lg,,안드로이드 5.1 (Lollipop)LG UX 4.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR3 SDRAM,4, , micro SDXC 최대 2 TB 지원,,,,4,,,,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,국제,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"네이비, 버건디, 브라운",58.7,117.7,16.6,"143"
246,안드로-1,LG-KH5200,lg,,안드로이드 1.5 (Cupcake) | 1.6 (Donut) | 2.2 (Froyo),,0,0,,,,,,,,,,,,,,,,,256 MB DDR SDRAM,2, , micro SDHC 최대 32GB 지원,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,슬라이드 쿼티 자판 탑재,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,,54.5,109,15.9,"139"
247,옵티머스 블랙,LG-KU5900,lg,,안드로이드 2.2 (Froyo) | 2.3 (Gingerbread) | 4.0 (Icecream Sandwich)옵티머스 UI 2.0 | 3.0 / NTT 도코모 팔레트 UI 1.093,,0,0,,,,,,,,,,,,,,,,,512 MB LPDDR1 SDRAM 2 / 8 GB 내장 메모리,,,,,,,3,,,,,, 200만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,선택,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트, 실버, 핑크, 마젠타, 스카이, 블루",64,122,9.2,"112"
