,pl_id,pl_model_code,pl_name,star,market,write_id,upload_day,title,text,Target,URL
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,god*****,2020-09-11,,"
핸드폰 상태가 아주 좋네요. 많이 파세요.
",X5 16GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246715&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,doo*******,2018-06-19,,"
조아요~~~쓸만해요~~~~~~굿굿ㅅㅅ
",X5 16GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246715&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,hye*******,2018-06-20,,"
잘 받음 a급인데 s급 같음 만족함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
",X5 16GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246715&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 4개,11번가,cha*****,2019-05-01,,"

",X5 16GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246715&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,gha****,2020-11-24,,"

",X5 16GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246715&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,,11번가,hyo*****,2020-04-10,,"
상품구성품중 액정필름과 케이스는 오지도 않고 이어폰도 핸즈프리 이어폰이 아닌 그냥 옛날 구형 이어폰이 왔네요.. 
약간 속은 느낌.. 
 
게다가 상품에 문의사항이 있어 답변 달라고 글 남겼는데 아무런 답변도 없고.. 동봉된 안내문에는 수령후 24시간 이내에 구매확정하고 긍정적인 상품설명 작성시 서비스기간 연장 해준다더니 판매자 답변은 24시간이내에 안해주시네요..결국 24시간이내에 구매 확정못하고 서비스도 연장도 못받게 되었네요..
",X5 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18936030&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,car****,2019-01-12,,"
감사합니다 잘 쓸게요 그런데 색상이 조금 이상하네요 블루로 보내주신다고 했는데, 블루라기보다는 진한보라색같은 느낌이? 뭐 별로 상관은 없지만 ^^ 담에 또 폰 바꿀때 되면 다시 주문할께요 번창하세요 ^^
",X5 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18936030&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,gos*****,2018-12-24,,"
부모님 선물드렸어요 
HD커머스 제품 저도 쓰고 있는지라 
믿을 수 있어서 
여기서 또 구매했어요 
3개 남아 있었는데 이제 없네요;; 
개통 잘하시고 오늘 통화도 했습니다 
번창하세요~
",X5 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18936030&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,cho*****,2019-04-18,,"
그냥 새제품이네요^^; 가격대비 메리트 충분히 있네요. 기본적으로 갖출건 다 갖추고 있는 폰이라 보시면 됩니다. 
특히 배터리 오래가는거 찾으시는 분들 강추 ㅋ
",X5 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18936030&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,dns***,2019-04-07,,"
배송 빠르네요ㄷㄷ 
겜안하시면 딱임 배터리가 워낙 괴물이라ㅋㅋ 
적당한성능에 화면도 적당 가격도 좋음
",X5 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18936030&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,mad*******,2019-01-13,,"
밧데리 진짜 오래감. 서비스로주는 실리콘게이스는 780원짜리 실리콘케이스보다 못하지만 맘에듬.
",X5 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18936030&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 4개,11번가,hyo****,2019-01-28,,"
잘받았습니다. 베터리 용량이 큰거라
",X5 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18936030&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,loo***,2019-10-15,,"

",X5 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18936030&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 3개,11번가,pur*********,2020-05-03,,"

",X5 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18936030&trTypeCd=PW08&trCtgrNo=585021
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,dur*****,2018-06-07,,"
처음엔 가개통이라고 해서 반신반의 하였으나 박스만 개봉된 새제품인건 확실한 것 같네요 부모님이 스마트폰은 쓰기 불편하시다고 폴더폰만 찾으셔서 저렴한 가격에 괜찮은 제품 받았네요. 한가지 흠이라면 스트립줄을 고정할 수 없다는게 단점인 폰이네요. 목걸이 줄 항상 하고 다니시는데 방법이 없어서 아쉽지만 제품은 매우 만족합니다.
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,ssc***,2019-03-10,,"
잘 받았습니다. 요청대로 해주셨고 배송도 빠르네요. 
초등아이 키즈폰 쓰다가 기변한건데 유심이 달라서 대리점가서 새로 했어요. 받고보니 액정필름하고 케이스가 아쉬운데 같이 주문할걸 그랬네요. 악세사리 가게 갔더니 다 스마트폰용 밖에 없어서 ㅋ
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,avi***,2018-02-07,,"
상태좋은 제품으로 받았어요~~ 사정 상 빠른 배송 부탁드린댔는데 그담날 곧장 받았구요 sk용인데 케이스 깨끗한걸루 보내주신다며 lg껄루 바꿔서 보내주셨는데 깨끗하고 좋더라구요...추가로 보내즈신 보조 배터리도 잘쓰겠습니다. 지금 한달 넘게 사용중인데 문제 없이 잘 쓰고 있습니다. 번창하세요~~~
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
