,모델명,모델코드,제조회사,출시일,운영체제,판매방식,화면크기(센치),화면크기(인치),패널종류,화면해상도,ppi,최대주사율,화면비,화면면적,화면폭,화면높이,HDR규격,AP종류,코어갯수,코어클럭,그래픽코어,NPU & DSP,Sensor Hub,시스템램,내장메모리,저장장치,외장메모리,5G,4G,WI-FI주파수,블루투스,위성항법,유심타입,듀얼유심,카메라타입,후면카메라,전면카메라,동영상촬영,Flash,사진촬영 해상도,전면 해상도,전면 동영상 해상도,조리개 값,카메라 특징,손떨림보정,손떨림방지,카메라플래시,HDR촬영지원,오토HDR,광학줌,지오태그,레이저 오토포커스,오토 포커스,아웃 포커스,터치 포커스,파노라마,TOF센서,야간모드 촬영,이어폰단자,스피커,고음질재생,사운드 기술,지문인식,얼굴인식,홍채인식,음성잠금해제,AI/인공지능,전자결제,터치펜,방수/방진,기타,충전단자,배터리용량,배터리타입,배터리특징,배터리장착방식,충전지원,고속충전기술,무선충전,색상,가로,세로,두께,무게
0,옵티머스 LTE3,LG-F260,LG전자,2013. 03,Android,,,4.7,IPS,720 x 1280,312 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,2GB,,,Micro SD,,,802.11a/b/g/n,,,마이크로 USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,옵티머스 LTE3,,,,,,,,68.2 x 131.7 x 9.6,,,2540 mAh
0,와인스마트 재즈,LG-F610,LG전자,2015. 09,안드로이드 5.1.1 롤리팝,,,3.2,LCD,320 x 480 픽셀,180 ppi,,,,45.09 mm,67.63 mm,,Qualcomm Snapdragon 210 MSM8909,4개 (32 비트),1100 MHz,Qualcomm Adreno 304,,,1 GB,4 GB,,Micro SD,,,802.11a/b/g/n,4.1,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,와인스마트 재즈,,,,,,,,58.7 x 117.7 x 16.6,,,1700 mAh
0,와인 스마트,LG-F480,LG전자,2014. 09,안드로이드 4.4.2 KitKat,,,3.5,IPS,320 x 480 픽셀,165 ppi,,,,49.31 mm,73.97 mm,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200 MHz,Qualcomm Adreno 305,,,1 GB,4 GB,,Micro SD,,,802.11a/b/g/n,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,와인 스마트,,,,,,,,59.4 x 118.6 x 16.9,,,1700 mAh
0,와인스마트3G,LG-T480,LG전자,2015. 03,안드로이드 4.4.2 KitKat,,,3.5,IPS,320 x 480 픽셀,165 ppi,,,,49.31 mm,73.97 mm,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200 MHz,Qualcomm Adreno 305,,,1 GB,4 GB,,미확인,,,미확인,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,와인스마트3G,,,,,,,,59.4 x 118.6 x 16.9,,,1700 mAh
0,LG폴더,LM-Y110,LG전자,2018. 03,미확인,,,3,미확인,240 x 400,155 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,미확인,,,미확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LG폴더,,,,,,,,112.7 x 54.1 x 17.4,,,1470 mAh
0,스마트폴더,LGM-X100,LG전자,2017. 10,안드로이드 7.1.1 누가,,,3.3,LCD,480 x 844 픽셀,294 ppi,,,,41.44 mm,72.86 mm,,Qualcomm Snapdragon 210 MSM8909,4개 (32 비트),1300 MHz,Qualcomm Adreno 304,,,2 GB,16 GB,,미확인,,,미확인,4.2,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,스마트폴더,,,,,,,,58.7 x 117.6 x 16.9,,,1940 mAh
0,갤럭시 폴드,SM-F907,삼성전자,2019. 09,안드로이드 9.0 Pie,,,7.3,Dynamic AMOLED,2152 x 1536 픽셀,362 ppi,,,,150.92 mm,107.72 mm,,Qualcomm Snapdragon 855,8개 (64 비트),2840 MHz,Qualcomm Adreno 640,,,12 GB,512 GB,,미확인,5G,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 폴드,,,,,,,,117.9 x 160.9 x 7.5,,,4235 mAh
0,아이폰SE (2020),A2775,애플,2020. 05,iOS 13,,,4.7,IPS,750 x 1334 픽셀,326 ppi,,,,58.51 mm,104.06 mm,,Apple A13 Bionic APL1W85,6개 (64 비트),2650 MHz,-,,,3 GB,64 GB / 128 GB / 256 GB,,미확인,,,미확인,5.0,,나노유심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,아이폰SE (2020),,,,,,,,67.3 x 138.4 x 7.3,,,1821 mAh
0,갤럭시 A80,SM-A805,삼성전자,2019. 04,안드로이드 9.0 Pie,,,6.7,Super AMOLED,1080 x 2400 픽셀,393 ppi,,,,69.84 mm,155.19 mm,,Qualcomm Snapdragon 730,8개 (64 비트),2200 MHz,QUalcomm Adreno 618,,,8 GB,128 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 A80,,,,,,,,76.5 x 165.2 x 9,,,3700 mAh
0,갤럭시 Z 플립,SM-F700,삼성전자,2020. 02,안드로이드 10,,,6.7,Dynamic AMOLED,1080 x 2636 픽셀,425 ppi,,,,64.52 mm,157.48 mm,,Qualcomm Snapdragon 855 Plus,8개 (64 비트),2950 MHz,Qualcomm Adreno 640,,,8 GB,256 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 Z 플립,,,,,,,,73.6 x 167.3 x 7.2,,,3300 mAh
0,갤럭시 S20,SM-G981,삼성전자,2020. 03,안드로이드 10,,,6.2,Dynamic AMOLED 2X,1440 x 3200 픽셀,563 ppi,,,,64.62 mm,143.61 mm,,Qualcomm Snapdragon 865,8개 (64 비트),2840 MHz,Qualcomm Adreno 650,,,12 GB,128 GB,,미확인,5G,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 S20,,,,,,,,69.1 x 151.7 x 7.9,,,4000 mAh
0,갤럭시 S20+,SM-G986,삼성전자,2020. 03,안드로이드 10,,,6.7,Dynamic AMOLED 2X,1440 x 3200 픽셀,524 ppi,,,,69.84 mm,155.19 mm,,Qualcomm Snapdragon 865,8개 (64 비트),2840 MHz,Qualcomm Adreno 650,,,12 GB,128 GB / 256 GB / 512 GB,,미확인,5G,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 S20+,,,,,,,,73.7 x 161.9 x 7.8,,,4500 mAh
0,갤럭시 S20 울트라,SM-G988,삼성전자,2020. 03,안드로이드 10,,,6.9,Dynamic AMOLED 2X,1440 x 3200 픽셀,509 ppi,,,,71.92 mm,159.82 mm,,Qualcomm Snapdragon 865,8개 (64 비트),2840 MHz,Qualcomm Adreno 650,,,12 | 16 GB,128 GB / 256 GB / 512 GB,,미확인,5G,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 S20 울트라,,,,,,,,76 x 166.9 x 8.8,,,5000 mAh
0,벨벳,LM-G900,LG전자,2020. 05,안드로이드 10,,,6.8,pOLED,1080 x 2460 픽셀,395 ppi,,,,69.43 mm,158.15 mm,,Qualcomm Snapdragon 765G,8개 (64 비트),2400 MHz,Qualcomm Adreno 620,,,8 GB,128 GB,,미확인,5G,,미확인,5.1,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,벨벳,,,,,,,,74.1 x 167.1 x 7.85,,,4300 mAh
0,Q51,LM-Q510,LG전자,2020. 02,안드로이드 10,,,6.5,IPS,720 x 1520 픽셀,259 ppi,,,,70.68 mm,149.21 mm,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000 MHz,PowerVR GE8320,,,3 GB,32 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q51,,,,,,,,77.9 x 166.9 x 8.4,,,4000 mAh
0,LG폴더2,LM-Y120,LG전자,2020. 04,안드로이드 8.0 Oreo,,,2.8,TFT,240 x 320 픽셀,143 ppi,,,,42.67 mm,56.9 mm,,Qualcomm Snapdragon 210 MSM8909,4개 (32 비트),1300 MHz,Qualcomm Adreno 304,,,1 GB,8 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LG폴더2,,,,,,,,55 x 107.9 x 18,,,1470 mAh
0,Q61,LM-Q630,LG전자,2020. 05,안드로이드 10,,,6.53,IPS,1080 x 2340 픽셀,395 ppi,,,,69.19 mm,149.9 mm,,,8개 (64 비트),2300 MHz,-,,,4 GB,64 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q61,,,,,,,,77.5 x 164.5 x 8.3,,,4000 mAh
0,갤럭시 A31,SM-A315,삼성전자,2020. 05,안드로이드 10,,,6.4,Super AMOLED,1080 x 2400 픽셀,411 ppi,,,,66.71 mm,148.24 mm,,MediaTek Helio G70,8개 (64 비트),2000 MHz,ARM Mali-G52 2EEMC2,,,4 | 6 GB,64 GB / 128 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 A31,,,,,,,,73.1 x 159.3 x 8.6,,,5000 mAh
0,갤럭시 A51,SM-A516,삼성전자,2020. 05,안드로이드 10,,,6.5,Super AMOLED,1080 x 2400 픽셀,405 ppi,,,,67.75 mm,150.56 mm,,Samsung Exynos 980,8개 (64 비트),2200 MHz,ARM Mali-G76 MP5,,,6 | 8 GB,128 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 A51,,,,,,,,73.6 x 158.9 x 8.7,,,4500 mAh
0,갤럭시 A 퀀텀,SM-A716,삼성전자,2020. 05,안드로이드 10,,,6.7,Super AMOLED,1080 x 2400 픽셀,393 ppi,,,,69.84 mm,155.19 mm,,Samsung Exynos 980,8개 (64 비트),2200 MHz,ARM Mali-G76 MP5,,,6 | 8 GB,128 GB,,미확인,5G,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 A 퀀텀,,,,,,,,75.5 x 162.5 x 8.1,,,4500 mAh
0,갤럭시 S20 FE,SM-G781,삼성전자,2020. 10,안드로이드 10,,,6.5,Super AMOLED,1080 x 2400 픽셀,405 ppi,,,,67.75 mm,150.56 mm,,Qualcomm Snapdragon 865,8개 (64 비트),2840 MHz,Qualcomm Adreno 650,,,6 | 8 GB,128 GB / 256 GB,,미확인,5G,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 S20 FE,,,,,,,,74.5 x 159.8 x 8.4,,,4500 mAh
0,갤럭시 노트20,SM-N981,삼성전자,2020. 09,안드로이드 10,,,6.7,Super AMOLED Plus,1080 x 2400 픽셀,393 ppi,,,,69.84 mm,155.19 mm,,Qualcomm Snapdragon 865 Plus,8개 (64 비트),3090 MHz,Qualcomm Adreno 650,,,8 GB,128 GB / 256 GB,,미확인,5G,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트20,,,,,,,,75.2 x 161.6 x 8.3,,,4300 mAh
0,갤럭시 노트20 울트라,SM-N986,삼성전자,2020. 09,안드로이드 10,,,6.9,Dynamic AMOLED 2X,1440 x 3088 픽셀,494 ppi,,,,74.07 mm,158.84 mm,,Qualcomm Snapdragon 865 Plus,8개 (64 비트),3090 MHz,Qualcomm Adreno 650,,,12 GB,128 GB / 256 GB / 512 GB,,미확인,5G,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트20 울트라,,,,,,,,77.2 x 164.8 x 8.1,,,4500 mAh
0,Q31,LM-Q310,LG전자,2020. 09,미확인,,,5.7,미확인,720 x 1520,295 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,미확인,,,미확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q31,,,,,,,,147.9 x 71 x 8.7,,,3000 mAh
0,LG Q52,LM-Q520,LG전자,2020. 10,미확인,,,6.6,미확인,720 x 1600,266 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,미확인,,,미확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LG Q52,,,,,,,,165 x 76.7 x 8.4,,,4000 mAh
0,LG윙,LM-F100,LG전자,2020. 10,안드로이드 10,,,6.8,pOLED,1080 x 2460 픽셀,395 ppi,,,,69.43 mm,158.15 mm,,Qualcomm Snapdragon 765G,8개 (64 비트),2400 MHz,Qualcomm Adreno 620,,,8 GB,256 GB,,미확인,,,미확인,5.1,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LG윙,,,,,,,,74.5 x 169.5 x 10.9,,,4000 mAh
0,갤럭시 A21s,SM-A102,삼성전자,2020. 07,안드로이드 10,,,6.5,PLS,720 x 1600 픽셀,270 ppi,,,,67.75 mm,150.56 mm,,Samsung Exynos 850 (S5E3830),8개 (64 비트),2000 MHz,ARM Mali-G52,,,3 | 4 | 6 GB,32 GB / 64 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 A21s,,,,,,,,75.3 x 163.7 x 8.9,,,5000 mAh
0,넥서스5,LG-D821,LG전자,2013. 11,안드로이드 4.4.3 KitKat | 안드로이드 5.0 롤리팝 | 안드로이드 6.0 마시멜로우,,,5,IPS,1080 x 1920 픽셀,441 ppi,,,,62.26 mm,110.69 mm,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2300 MHz,Qualcomm Adreno 330,,,2 GB,16 GB / 32 GB,,미확인,,,802.11a/b/g/n/ac,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,넥서스5,,,,,,,,69.2 x 137.8 x 8.6,,,2300 mAh
0,옵티머스 뷰,LG-F100,LG전자,2012. 03,안드로이드 4.0.4 Ice Cream Sandwich,,,5.0,IPS,768 x 1024 픽셀,256 ppi,,,,76.2 mm,101.6 mm,,Nvidia Tegra 3 AP33,4개 (32 비트),1500 MHz,ULP GeForce,,,1 GB,32 GB,,미확인,,,802.11b/g/n,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,옵티머스 뷰,,,,,,,,90.4 x 139.6 x 8.5,,,2080 mAh
0,옵티머스 G,LG-F180,LG전자,2012. 09,안드로이드 4.0.4 Ice Cream Sandwich | 안드로이드 4.1.2 Jelly Bean | 안드로이드 4.4.2 KitKat,,,4.7,IPS,768 x 1280 픽셀,318 ppi,,,,61.42 mm,102.37 mm,,Qualcomm Snapdragon S4 Pro APQ8064,4개 (32 비트),1500 MHz,Qualcomm Adreno 320,,,2 GB,32 GB,,Micro SD,,,802.11a/b/g/n,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,옵티머스 G,,,,,,,,68.9 x 131.9 x 8.5,,,2100 mAh
0,옵티머스뷰2,LG-F200,LG전자,2012. 09,안드로이드 4.0.4 Ice Cream Sandwich | 안드로이드 4.1 Jelly Bean,,,5.0,IPS,768 x 1024 픽셀,256 ppi,,,,76.2 mm,101.6 mm,,Qualcomm Snapdragon S4 Plus MSM8960,2개 (32 비트),1500 MHz,Qualcomm Adreno 225,,,2 GB,14.9 GB,,Micro SD,,,802.11a/b/g/n,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,옵티머스뷰2,,,,,,,,85.6 x 132.2 x 9.4,,,2150 mAh
0,옵티머스GK,LG-F220,LG전자,2013. 05,Android,,,5.0,IPS,1080 x 1920,441 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,2GB,,,Micro SD,,,802.11a/b/g/n,,,마이크로 USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,옵티머스GK,,,,,,,,139.1 x 69.9 x 9.9,,,3100 mAh
0,옵티머스G 프로,LG-F240,LG전자,2013. 02,안드로이드 4.1.2 Jelly Bean,,,5.5,IPS+,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 600 APQ8064T,4개 (32 비트),1700 MHz,Qualcomm Adreno 320,,,2 GB,16 GB / 32 GB,,Micro SDHC,,,802.11a/b/g/n,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,옵티머스G 프로,,,,,,,,76.1 x 150.2 x 9.4,,,3140 mAh
