,모델명,모델코드,제조회사,출시일,운영체제,판매방식,화면크기(센치),화면크기(인치),패널종류,화면해상도,ppi,최대주사율,화면비,화면면적,화면폭,화면높이,HDR규격,AP종류,코어갯수,코어클럭,그래픽코어,NPU & DSP,Sensor Hub,통신모뎀,시스템램,내장메모리,저장장치,외장메모리,5G,4G,WI-FI주파수,블루투스,위성항법,유심타입,듀얼유심,카메라타입,후면카메라,전면카메라,동영상촬영,Flash,사진촬영 해상도,전면 해상도,전면 동영상 해상도,조리개값,카메라 특징,손떨림보정,손떨림방지,카메라플래시,HDR촬영지원,오토HDR,광학줌,지오태그,레이저 오토포커스,오토 포커스,아웃 포커스,터치 포커스,파노라마,TOF센서,야간모드 촬영,이어폰단자,스피커,고음질재생,사운드 기술,지문인식,얼굴인식,홍채인식,음성잠금해제,AI/인공지능,전자결제,터치펜,방수/방진,기타,충전단자,배터리용량,배터리타입,배터리특징,배터리장착방식,충전지원,고속충전기술,무선충전,색상,가로,세로,두께,무게,타겟제품
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iphone11,아이폰11,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS13,통신사가입-SKT,,15.49cm(6.1인치),IPS-LCD,1792x828,326ppi,60Hz,19.5:9,79.0%,,,,애플 A13 Bionic,헥사(6)코어,,,,,,램:4GB,내장:128GB,,MicroSD 미지원,,LTE-A Cat.19,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소","전면:1,200만화소+TOF 3D","동영상:2160p(UHD),24fps",,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),,,,,,,,,,,,,,,스피커:스테레오(2개),,,,FaceID,,,Siri,애플페이(국내미지원),,IP68,,라이트닝8핀,"3,110mAh",,,배터리일체형,최대18W,고속충전지원,Qi무선충전,,가로:75.7mm,세로:150.9mm,두께:8.3mm,무게:194g,"APPLE 아이폰11 128GB, SKT 완납 (번호이동, 공시지원)"
0,iphone11 Pro,아이폰11 Pro,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS13,공기계-새제품,,14.73cm(5.8인치),OLED,2436x1125,458ppi,60Hz,19.5:9,82.1%,,,돌비비젼+HDR10,애플 A13 Bionic,헥사(6)코어,,,,,,램:4GB,내장:256GB,,MicroSD 미지원,,LTE-A Cat.19,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소+1,200만화소","전면:1,200만화소+TOF 3D","동영상:2160p(UHD),24fps",,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,,○,,○,,,○,,,,○,○,,스피커:스테레오(2개),,,,FaceID,,,Siri,애플페이(국내미지원),,IP68,,라이트닝8핀,"3,190mAh",,,배터리일체형,최대18W,USB PD3.0,Qi무선충전,,가로:71.4mm,세로:144mm,두께:8.1mm,무게:188g,"APPLE 아이폰11 프로 256GB, 공기계 (자급제 공기계)"
0,iphone11 Pro Max,아이폰11 Pro Max,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS13,공기계-새제품,,16.51cm(6.5인치),OLED,2688x1242,458ppi,60Hz,19.5:9,83.7%,,,돌비비젼+HDR10,애플 A13 Bionic,헥사(6)코어,,,,,,램:4GB,내장:512GB,,MicroSD 미지원,,LTE-A Cat.19,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소+1,200만화소","전면:1,200만화소+TOF 3D","동영상:2160p(UHD),24fps",,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,,○,,○,,,○,,,,○,○,,스피커:스테레오(2개),,,,FaceID,,,Siri,애플페이(국내미지원),,IP68,,라이트닝8핀,"3,500mAh",,,배터리일체형,최대18W,USB PD3.0,Qi무선충전,,가로:77.8mm,세로:158mm,두께:8.1mm,무게:226g,"APPLE 아이폰11 프로 맥스 512GB, 공기계 (자급제 공기계)"
0,iphoneXs,아이폰Xs,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS12,가개통/중고,,14.73cm(5.8인치),S-AMOLED,2436x1125,458ppi,60Hz,19.5:9,82.9%,,,돌비비젼+HDR10,애플 A12 Bionic,헥사(6)코어,2.5GHz+1.53GHz,APPLE G11P,,,,램:4GB,내장:64GB,NVMe,MicroSD 미지원,,LTE-A Cat.16,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소",전면:700만화소,"동영상:2160p(UHD),24fps",,,,,F1.8,,광학식손떨림보정(OIS),○,○,○,,○,,,○,,,,,,,스피커:스테레오(2개),24비트 음원재생,,,FaceID,,,Siri,애플페이(국내미지원),,IP68,,라이트닝8핀,,,,배터리일체형,최대15W,고속충전지원,Qi무선충전: 최대7.5W,,가로:70.9mm,세로:143.6mm,두께:7.7mm,무게:177g,"APPLE 아이폰XS 64GB, 공기계 (가개통/중고)"
0,iphoneXs Max,아이폰Xs Max,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS12,가개통/중고,,16.51cm(6.5인치),S-AMOLED,2688x1242,458ppi,60Hz,19.5:9,84.4%,,,돌비비젼+HDR10,애플 A12 Bionic,헥사(6)코어,2.5GHz+1.53GHz,APPLE G11P,,,,램:4GB,내장:64GB,NVMe,MicroSD 미지원,,LTE-A Cat.16,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소",전면:700만화소,"동영상:2160p(UHD),24fps",,,,,F1.8,,광학식손떨림보정(OIS),○,○,○,,○,,,○,,,,,,,스피커:스테레오(2개),24비트 음원재생,,,FaceID,,,Siri,애플페이(국내미지원),,IP68,,라이트닝8핀,,,,배터리일체형,최대15W,고속충전지원,Qi무선충전: 최대7.5W,,가로:77.4mm,세로:157.5mm,두께:7.7mm,무게:208g,"APPLE 아이폰XS 맥스 64GB, 공기계 (가개통/중고)"
0,iphoneXr,아이폰Xr,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS12,가개통/중고,,15.49cm(6.1인치),IPS-LCD,1792x828,326ppi,60Hz,19.5:9,79%,,,돌비비젼+HDR10,애플 A12 Bionic,헥사(6)코어,2.5GHz+1.53GHz,APPLE G11P,,,,램:3GB,내장:64GB,NVMe,MicroSD 미지원,,LTE-A Cat.12,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:1,200만화소",전면:700만화소,"동영상:2160p(UHD),24fps",,,,,F1.8,,광학식손떨림보정(OIS),○,○,○,,,,,○,,,,,,,스피커:스테레오(2개),24비트 음원재생,,,FaceID,,,Siri,애플페이(국내미지원),,IP67,,라이트닝8핀,"2,942mAh",,,배터리일체형,최대15W,고속충전지원,Qi무선충전: 최대7.5W,,가로:75mm,세로:150.9mm,두께:8.3mm,무게:194g,"APPLE 아이폰XR 64GB, 공기계 (가개통/중고)"
0,iphoneX,아이폰X,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS 11,가개통/중고,,14.73cm(5.8인치),AMOLED,2436x1125,458ppi,60Hz,19.5:9,92%,,,돌비비젼+HDR10,애플 A11 Bionic,헥사(6)코어,2.4GHz+1.3GHz,,,,,램:3GB,내장:64GB,NVMe,MicroSD 미지원,,LTE-A Cat.12,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소",전면:700만화소,"동영상:2160p(UHD),60fps",,,,,F1.8,,광학식손떨림보정(OIS),○,○,○,,○,○,,○,,○,,,,,스피커:스테레오(2개),,,,FaceID,,,Siri,애플페이(국내미지원),,IP67,,라이트닝8핀,"2,716mAh",,,배터리일체형,최대15W,,Qi무선충전: 최대7.5W,,가로:70.9mm,세로:143.6mm,두께:7.7mm,무게:174g,"APPLE 아이폰X 64GB, 공기계 (가개통/중고)"
0,iphone8,아이폰8,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS14,공기계-새제품,,13.72cm(5.4인치),OLED,2340x1080,476ppi,60Hz,19.5:9,85.1%,,,돌비비젼+HDR10,애플 A14 Bionic,헥사(6)코어,,Apple U1,,,,램:4GB,내장:256GB,NVMe,MicroSD 미지원,5G NR,LTE-A Cat.22,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소","전면:1,200만화소",동영상:4K@60fps,,,,,F1.6,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,,○,,,○,,,○,,○,,스피커:스테레오(2개),,,,FaceID,,,Siri,애플페이(국내미지원),,IP68,,라이트닝8핀,"2,227mAh",,,배터리일체형,최대18W,USB PD2.0,Qi무선충전: 최대7.5W,,가로:64.2mm,세로:131.5mm,두께:7.4mm,무게:133g,"APPLE 아이폰12 미니 5G 256GB, 공기계 (자급제 공기계)"
0,iphone8 Plus,아이폰8 Plus,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS 11,가개통/중고,,13.97cm(5.5인치),IPS-LCD,1920x1080,401ppi,60Hz,16:9,79.1%,,,,애플 A11 Bionic,헥사(6)코어,2.4GHz+1.3GHz,,,,,램:3GB,내장:64GB,NVMe,MicroSD 미지원,,LTE-A Cat.12,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소",전면:700만화소,"동영상:2160p(UHD),60fps",,,,,F1.8,,광학식손떨림보정(OIS),○,○,○,,○,○,,○,,○,,,,,스피커:스테레오(2개),,,지문인식,,,,Siri,애플페이(국내미지원),,IP67,,라이트닝8핀,"2,675mAh",,,배터리일체형,최대15W,,Qi무선충전: 최대7.5W,,가로:78.1mm,세로:158.4mm,두께:7.5mm,무게:202g,"APPLE 아이폰8 플러스 64GB, 공기계 (가개통/중고)"
0,iphone7,아이폰7,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS10,가개통/중고,,11.93cm(4.7인치),IPS-LCD,1334x750,326ppi,,16:9,77.7%,,,,애플A10 Fusion,쿼드(4)코어,2.3GHz,PowerVR GT7600+,,,,램:2GB,내장:32GB,NVMe,MicroSD 미지원,,LTE-A Cat.9,802.11 a/b/g/n/ac,블루투스v4.2,,나노유심,,,"후면:1,200만화소","전면:700만화소, F2.2","동영상:2160p(UHD),30fps",,,,,F1.8,,광학식손떨림보정(OIS),○,○,○,,,○,,○,,○,,,,,스피커:스테레오(2개),,,지문인식,,,,Siri,애플페이(국내미지원),,IP67,,라이트닝8핀,"1,960mAh",,,배터리일체형,,,,,가로:67.1mm,세로:138.3mm,두께:7.1mm,무게:138g,"APPLE 아이폰7 32GB, 공기계 (가개통/중고)"
0,iphone7 Plus,아이폰7 Plus,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS10,가개통/중고,,13.97cm(5.5인치),IPS-LCD,1920x1080,401ppi,,16:9,79.2%,,,,애플A10 Fusion,쿼드(4)코어,2.3GHz,PowerVR GT7600+,,,,램:3GB,내장:32GB,NVMe,MicroSD 미지원,,LTE-A Cat.9,802.11 a/b/g/n/ac,블루투스v4.2,,나노유심,,,"후면:1,200만화소",전면:700만화소,"동영상:2160p(UHD),30fps",,,,,F1.8,,광학식손떨림보정(OIS),○,○,○,,,○,,○,,○,,,,,스피커:스테레오(2개),,,지문인식,,,,Siri,애플페이(국내미지원),,IP67,,라이트닝8핀,"2,900mAh",,,배터리일체형,,,,,가로:77.9mm,세로:158.2mm,두께:7.3mm,무게:188g,"APPLE 아이폰7 플러스 32GB, 공기계 (가개통/중고)"
0,iphoneSE,아이폰SE,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS13,공기계-새제품,,11.93cm(4.7인치),IPS-LCD,1334x750,326ppi,60Hz,16:9,65.4%,,,,애플A13,헥사(6)코어,2.65GHz+1.8GHz,APPLE G11P,,,,램:3GB,내장:128GB,NVMe,,,LTE-A Cat.19,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소",전면:700만화소,동영상:4K@60fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,,,,,○,,,○,,,,스피커:스테레오(2개),,,지문인식,,,,Siri,애플페이(국내미지원),,IP67,,라이트닝8핀,"1,821mAh",,,배터리일체형,최대18W,고속충전지원,Qi무선충전,,가로:67.3mm,세로:138.4mm,두께:7.3mm,무게:148g,"APPLE 아이폰SE 2세대 128GB, 공기계 (자급제 공기계)"
0,iphone6s,아이폰6s,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS9,가개통/중고,,11.93cm(4.7인치),IPS-LCD,1334x750,326ppi,,16:9,77.7%,,,,애플A9,,,PowerVR GT7600,,,,램:2GB,내장:32GB,NVMe,MicroSD 미지원,,LTE-A Cat.6,802.11 a/b/g/n/ac,블루투스v4.0,,나노유심,,,"후면:1,200만화소",전면:500만화소,"동영상:2160p(UHD),30fps",,,,,F2.2,,광학식손떨림보정(OIS),○,○,○,,,○,,○,,○,,,,3.5mm,,,,지문인식,,,,Siri,,,,,라이트닝8핀,"1,715mAh",,,배터리일체형,,,,,가로:67.1mm,세로:138.2mm,두께:7.1mm,무게:143g,"APPLE 아이폰6S 32GB, 공기계 (가개통/중고)"
0,iphone6s Plus,아이폰6s Plus,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS9,가개통/중고,,13.97cm(5.5인치),IPS-LCD,1920x1080,401ppi,,16:9,79.2%,,,,애플A9,,,PowerVR GT7600,,,,램:2GB,내장:16GB,NVMe,MicroSD 미지원,,LTE-A Cat.6,802.11 a/b/g/n/ac,블루투스v4.0,,나노유심,,,"후면:1,200만화소",전면:500만화소,"동영상:2160p(UHD),30fps",,,,,F2.2,,광학식손떨림보정(OIS),○,○,○,,,○,,○,,○,,,,3.5mm,,,,지문인식,,,,Siri,,,,,라이트닝8핀,"2,750mAh",,,배터리일체형,,,,,가로:77.9mm,세로:158.2mm,두께:7.3mm,무게:192g,"APPLE 아이폰6S 플러스 16GB, 공기계 (가개통/중고)"
0,iphone6,아이폰6,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS13,공기계-새제품,,11.93cm(4.7인치),IPS-LCD,1334x750,326ppi,60Hz,16:9,65.4%,,,,애플A13,헥사(6)코어,2.65GHz+1.8GHz,APPLE G11P,,,,램:3GB,내장:64GB,NVMe,,,LTE-A Cat.19,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소",전면:700만화소,동영상:4K@60fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,,,,,○,,,○,,,,스피커:스테레오(2개),,,지문인식,,,,Siri,애플페이(국내미지원),,IP67,,라이트닝8핀,"1,821mAh",,,배터리일체형,최대18W,고속충전지원,Qi무선충전,,가로:67.3mm,세로:138.4mm,두께:7.3mm,무게:148g,"APPLE 아이폰SE 2세대 64GB, 공기계 (자급제 공기계)"
0,iphone6 Plus,아이폰6 Plus,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS9,가개통/중고,,13.97cm(5.5인치),IPS-LCD,1920x1080,401ppi,,16:9,79.2%,,,,애플A9,,,PowerVR GT7600,,,,램:2GB,내장:16GB,NVMe,MicroSD 미지원,,LTE-A Cat.6,802.11 a/b/g/n/ac,블루투스v4.0,,나노유심,,,"후면:1,200만화소",전면:500만화소,"동영상:2160p(UHD),30fps",,,,,F2.2,,광학식손떨림보정(OIS),○,○,○,,,○,,○,,○,,,,3.5mm,,,,지문인식,,,,Siri,,,,,라이트닝8핀,"2,750mAh",,,배터리일체형,,,,,가로:77.9mm,세로:158.2mm,두께:7.3mm,무게:192g,"APPLE 아이폰6S 플러스 16GB, 공기계 (가개통/중고)"
0,iphone5s,아이폰5s,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS12,가개통/중고,,14.73cm(5.8인치),S-AMOLED,2436x1125,458ppi,60Hz,19.5:9,82.9%,,,돌비비젼+HDR10,애플 A12 Bionic,헥사(6)코어,2.5GHz+1.53GHz,APPLE G11P,,,,램:4GB,내장:64GB,NVMe,MicroSD 미지원,,LTE-A Cat.16,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소",전면:700만화소,"동영상:2160p(UHD),24fps",,,,,F1.8,,광학식손떨림보정(OIS),○,○,○,,○,,,○,,,,,,,스피커:스테레오(2개),24비트 음원재생,,,FaceID,,,Siri,애플페이(국내미지원),,IP68,,라이트닝8핀,,,,배터리일체형,최대15W,고속충전지원,Qi무선충전: 최대7.5W,,가로:70.9mm,세로:143.6mm,두께:7.7mm,무게:177g,"APPLE 아이폰XS 64GB, 공기계 (가개통/중고)"
0,iphone5c,아이폰5c,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS 11,가개통/중고,,11.93cm(4.7인치),IPS-LCD,1334x750,326ppi,60Hz,16:9,77.6%,,,,애플 A11 Bionic,헥사(6)코어,2.4GHz+1.3GHz,,,,,램:2GB,내장:256GB,NVMe,MicroSD 미지원,,LTE-A Cat.12,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:1,200만화소",전면:700만화소,"동영상:2160p(UHD),60fps",,,,,F1.8,,광학식손떨림보정(OIS),○,○,○,,,○,,○,,○,,,,,스피커:스테레오(2개),,,지문인식,,,,Siri,애플페이(국내미지원),,IP67,,라이트닝8핀,"1,821mAh",,,배터리일체형,최대15W,,Qi무선충전: 최대7.5W,,가로:67.3mm,세로:138.4mm,두께:7.3mm,무게:148g,"APPLE 아이폰8 256GB, 공기계 (가개통/중고)"
0,iphone5,아이폰5,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS9,가개통/중고,,11.93cm(4.7인치),IPS-LCD,1334x750,326ppi,,16:9,77.7%,,,,애플A9,,,PowerVR GT7600,,,,램:2GB,내장:16GB,NVMe,MicroSD 미지원,,LTE-A Cat.6,802.11 a/b/g/n/ac,블루투스v4.0,,나노유심,,,"후면:1,200만화소",전면:500만화소,"동영상:2160p(UHD),30fps",,,,,F2.2,,광학식손떨림보정(OIS),○,○,○,,,○,,○,,○,,,,3.5mm,,,,지문인식,,,,Siri,,,,,라이트닝8핀,"1,715mAh",,,배터리일체형,,,,,가로:67.1mm,세로:138.2mm,두께:7.1mm,무게:143g,"APPLE 아이폰6S 16GB, 공기계 (가개통/중고)"
0,iphone4s,아이폰4s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iphone4,아이폰4,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS14,공기계-새제품,,15.49cm(6.1인치),OLED,2532x1170,460ppi,60Hz,19.5:9,86.0%,,,돌비비젼+HDR10,애플 A14 Bionic,헥사(6)코어,,Apple U1,,,,램:6GB,내장:128GB,NVMe,MicroSD 미지원,5G NR,LTE-A Cat.22,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소+1,200만화소+TOF 3D","전면:1,200만화소",동영상:4K@60fps,,,,,F1.6,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,,○,,,○,,,○,○,○,,스피커:스테레오(2개),,,,FaceID,,,Siri,애플페이(국내미지원),,IP68,,라이트닝8핀,"2,815mAh",,,배터리일체형,최대18W,USB PD2.0,Qi무선충전: 최대7.5W,,가로:71.5mm,세로:146.7mm,두께:7.4mm,무게:187g,"APPLE 아이폰12 프로 5G 128GB, 공기계 (자급제 공기계)"
0,Galaxy A90 5G,갤럭시 A90 5G,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드9.0 파이,가개통/중고,,17.02cm(6.7인치),S-AMOLED,2400x1080,393ppi,60Hz,20:9,85.8%,,,,스냅드래곤855,옥타(8)코어,2.8GHz+2.4GHz+1.7GHz,Adreno 640,,,,램:6GB,내장:128GB,,microSD:최대512GB,5G NR,LTE-A Cat.20,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:4,800만화소+800만화소+500만화소","전면:3,200만화소",동영상:4k@30fps,,,,,F2.0,,전자식손떨림보정(EIS),○,○,○,,,,,○,,,,,,,스피커:모노(1개),,,지문인식(온스크린),얼굴인식,,,빅스비,삼성페이,,,,USB타입C,"4,500mAh",,,배터리일체형,최대25W,고속충전지원,,,가로:76.4mm,세로:164.8mm,두께:8.4mm,무게:206g,"삼성전자 갤럭시A90 5G 128GB, 공기계 (가개통/중고)"
0,Galaxy A50,갤럭시 A50,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드9.0 파이,가개통/중고,,16.25cm(6.4인치),S-AMOLED,2340x1080,403ppi,60Hz,19.5:9,84.9%,,,,엑시노스9610,옥타(8)코어,2.3GHz+1.7GHz,Mali G72,,,,램:4GB,내장:64GB,,microSD:최대512GB,,LTE-A Cat.12,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:2,500만화소+800만화소+500만화소","전면:2,500만화소","동영상:1080p(FHD),30fps",,,,,F1.7,,,,○,○,,,,,○,,,,,,3.5mm,스피커:모노(1개),,,지문인식(온스크린),얼굴인식,,,빅스비,삼성페이,,,,USB타입C,"4,000mAh",,,배터리일체형,최대15W,고속충전지원,,,가로:74.7mm,세로:158.5mm,두께:7.7mm,무게:166g,"삼성전자 갤럭시A50 2019 64GB, 공기계 (가개통/중고)"
0,Galaxy A40,갤럭시 A40,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드9.0 파이,가개통/중고,,14.99cm(5.9인치),S-AMOLED,2340x1080,437ppi,60Hz,19.5:9,85.5%,,,,엑시노스7904,옥타(8)코어,1.7GHz+1.6GHz,Mali G71,,,,램:4GB,내장:64GB,,microSD:최대512GB,,LTE-A Cat.12,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:1,600만화소+500만화소","전면:2,500만화소","동영상:1080p(FHD),30fps",,,,,F1.7,,,,○,○,,,,,○,,,,,,3.5mm,스피커:모노(1개),,,지문인식(후면),,,,,,,,,USB타입C,"3,100mAh",,,배터리일체형,최대15W,고속충전지원,,,가로:69.2mm,세로:144.3mm,두께:7.9mm,,"삼성전자 갤럭시A40 2019 64GB, 공기계 (가개통/중고)"
0,Galaxy A30,갤럭시 A30,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드9.0 파이,가개통/중고,,16.25cm(6.4인치),S-AMOLED,2340x1080,403ppi,60Hz,19.5:9,84.9%,,,,엑시노스7904,옥타(8)코어,1.8GHz+1.6GHz,Mali G71,,,,램:3GB,내장:32GB,,microSD:최대512GB,,LTE-A Cat.12,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:1,600만화소+500만화소","전면:1,600만화소","동영상:1080p(FHD),30fps",,,,,F1.7,,,,○,○,,,,,○,,,,,,3.5mm,스피커:모노(1개),,,지문인식(후면),얼굴인식,,,"빅스비(홈, 리마인더)",삼성페이,,,,USB타입C,"4,000mAh",,,배터리일체형,최대15W,USB PD2.0,,,가로:74.5mm,세로:158.5mm,두께:7.7mm,무게:168g,"삼성전자 갤럭시A30 2019 32GB, 공기계 (가개통/중고)"
0,Galaxy Wide4,갤럭시 와이드4,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드9.0 파이,가개통/중고,,16.25cm(6.4인치),S-AMOLED,1560x720,268ppi,60Hz,19.5:9,85%,,,,엑시노스7884,옥타(8)코어,1.6GHz+1.35GHz,Mali G71,,,,램:3GB,내장:32GB,,microSD:최대512GB,,LTE-A Cat.12,802.11 b/g/n,블루투스v5.0,,나노유심,,,"후면:1,300만화소+500만화소",전면:800만화소,"동영상:1080p(FHD),30fps",,,,,F1.9,,,,○,○,,,,,○,,,,,,3.5mm,스피커:모노(1개),,,지문인식(후면),,,,,,,,,USB타입C,"4,000mAh",,,배터리일체형,최대15W,고속충전지원,,,가로:74.7mm,세로:158.4mm,두께:7.8mm,무게:169g,"삼성전자 갤럭시 와이드4 32GB, 공기계 (가개통/중고)"
0,Galaxy A9 Pro,갤럭시 A9 Pro,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드8.1 오레오,가개통/중고,,16.25cm(6.4인치),PLS-LCD,2340x1080,403ppi,,19.5:9,84.7%,,,,스냅드래곤710,옥타(8)코어,2.2GHz+1.7GHz,Adreno 616,,,,램:6GB,내장:128GB,,MicroSD 미지원,,LTE-A Cat.15,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:2,400만화소+1,000만화소+500만화소","전면:2,400만화소","동영상:2160p(UHD),30fps",,,,,F1.7,,,,○,○,,,,,○,,,,,,,스피커:모노(1개),24비트 음원재생,,지문인식,얼굴인식,,,빅스비,,,,,USB타입C,"3,400mAh",,,배터리일체형,최대18W,고속충전지원,,,가로:74.9mm,세로:158.4mm,두께:7.4mm,무게:173g,"삼성전자 갤럭시A9 프로 2019 128GB, 공기계 (가개통/중고)"
0,Galaxy A8 Star,갤럭시 A8 Star,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드8.0 오레오,가개통/중고,,16.00cm(6.3인치),S-AMOLED,2220x1080,392ppi,,18.5:9,80.6%,,,,스냅드래곤660,옥타(8)코어,2.2GHz+1.8GHz,Adreno 512,,,,램:4GB,내장:64GB,,microSD:최대512GB,,LTE-A Cat.11,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:2,400만화소+1,600만화소","전면:2,400만화소","동영상:2160p(UHD),30fps",,,,,F1.7,,,,○,○,,,○,,○,,○,,,,3.5mm,스피커:모노(1개),24비트 음원재생,,지문인식,,,,,,,,,USB타입C,"3,700mAh",,,배터리일체형,,,,,가로:77mm,세로:162.4mm,두께:7.6mm,무게:191g,"삼성전자 갤럭시A8 스타 64GB, 공기계 (가개통/중고)"
0,Galaxy A9 2018,갤럭시 A9 2018,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드8.0 오레오,가개통/중고,,16.00cm(6.3인치),S-AMOLED,2220x1080,392ppi,,18.5:9,80.5%,,,,스냅드래곤660,옥타(8)코어,2.2GHz+1.8GHz,Adreno 512,,,,램:6GB,내장:128GB,,microSD:최대512GB,,LTE-A Cat.9,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:2,400만화소+1,000만화소+800만화소+500만화소","전면:2,400만화소","동영상:2160p(UHD),30fps",,,,,F1.7,,,,○,○,,○,,,○,,,,,,3.5mm,스피커:모노(1개),24비트 음원재생,,지문인식,,,,빅스비,,,,,USB타입C,"3,800mAh",,,배터리일체형,최대18W,고속충전지원,,,가로:77mm,세로:162.5mm,두께:7.8mm,무게:183g,"삼성전자 갤럭시A9 2018 128GB, 공기계 (램6GB,가개통/중고)"
