,maker,code,name,model_name,storage,size,display_inch,display_cm,weight,battery,front_camera,back_camera,pl_external_storage,pl_launch
0,LG전자,LG-KH5200,안드로-1,안드로-1,,54.5 x 109 x 15.9,3.0,,139g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2010. 02
0,LG전자,LG-KU3700,옵티머스원,옵티머스원,,59 x 113.5 x 13.5,3.2,,129g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2010. 10
0,LG전자,LG-KU5900,옵티머스블랙,옵티머스블랙,2 GB,64 x 122 x 9.2,4.0,,112g,1500 mAh,(0 메가픽셀),2592 x 1944 (5 메가픽셀),Micro SDHC,2011. 04
0,LG전자,LG-LU3000,옵티머스 마하,옵티머스 마하,,59.7 x 120 x 11.8,3.8,,140g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2010. 12
0,LG전자,LG-LU6200,옵티머스 LTE,옵티머스 LTE,,67.9 x 132.9 x 10.4,4.5,,135g,1830 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2011. 10
0,LG전자,LG-LU6800,옵티머스빅,옵티머스빅,,67.3 x 132 x 10.1,4.3,,151g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2011. 05
0,,LG-T280,,,,,,,,,,,,
0,LG전자,LG-SU370,옵티머스원,옵티머스원,,59 x 113.5 x 13.5,3.2,,129g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2010. 10
0,LG전자,LG-SU640,옵티머스 LTE,옵티머스 LTE,,67.9 x 132.9 x 10.4,4.5,,135g,1830 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2011. 10
0,LG전자,LG-SU660,옵티머스2X,옵티머스2X,,63.2 x 123.9 x 10.9,4.0,,139g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2011. 01
0,LG전자,LG-SU760,옵티머스3D,옵티머스3D,,68 x 128.8 x 12,4.3,,168g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2011. 07
0,LG전자,LG-SU870,옵티머스 3D 큐브,옵티머스 3D 큐브,,67.4 x 126.8 x 9.8,4.3,,148g,1520 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2012. 02
0,LG전자,LG-SU880,옵티머스EX,옵티머스EX,,63.4 x 118 x 9.65,4.0,,127g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2011. 09
0,LG전자,LG-T540,엘지 마그나,엘지 마그나,8 GB,69.9 x 139.6 x 10.1,5,,135g,2540 mAh,2560 x 1920 (4.9 메가픽셀),3264 x 2448 (8 메가픽셀),Micro SD,2015. 07
0,LG전자,LG-X145,L60,L60,4 GB,66.3 x 124.15 x 11.8,4.3,,119g,1540 mAh,640 x 480 (0.3 메가픽셀),2592 x 1944 (5 메가픽셀),미확인,2014. 08
0,LG전자,LG-X147,L60 듀얼,L60 듀얼,4 GB,66.3 x 124.1 x 12,4.3,,-,1700 mAh,640 x 480 (0.3 메가픽셀),2592 x 1944 (5 메가픽셀),미확인,2014. 08
0,LG전자,LM-Q720,Q7,Q7,32 GB,69.3 x 143.8 x 8.4,5.5,,145g,3000 mAh,3264 x 2448 (8 메가픽셀),4160 x 3120 (13 메가픽셀),미확인,2018. 06
0,LG전자,LM-Q730,Q70,Q70,64 GB,76.8 x 162.1 x 8.3,6.4,,198g,4000 mAh,(0 메가픽셀),6528 x 4896 (32 메가픽셀),미확인,2019. 09
0,LG전자,LM-V500,V50 ThinQ 자급제,V50 ThinQ 자급제,128 GB,76.1 x 159.2 x 8.3,6.4,,183g,4000 mAh,3264 x 2448 (8 메가픽셀),4032 x 3024 (12.2 메가픽셀),미확인,2019. 05
0,LG전자,LM-X210,X2,X2,16 GB,71.9 x 144.8 x 8.2,5,,152g,2500 mAh,2560 x 1920 (4.9 메가픽셀),3264 x 2448 (8 메가픽셀),미확인,2018. 07
0,LG전자,LM-X220,X2 2019,X2 2019,32 GB,71.5 x 147 x 8.2,5.45,,147g,3000 mAh,2560 x 1920 (4.9 메가픽셀),4160 x 3120 (13 메가픽셀),미확인,2019. 08
0,LG전자,LM-X420,X4 2019,X4 2019,32 GB,71.9 x 153 x 8.3,5.7,,150g,3000 mAh,3264 x 2448 (8 메가픽셀),4608 x 3456 (15.9 메가픽셀),미확인,2019. 04
0,LG전자,Nexus 4,넥서스4,넥서스4,8 GB / 16 GB,68.7 x 133.9 x 9.1,4.7,,145g,2100 mAh,1280 x 960 (1.2 메가픽셀),3264 x 2448 (8 메가픽셀),미확인,2012. 11
0,LG전자,Nexus 5,넥서스 5x,넥서스 5x,16 GB / 32 GB,72.6 x 147 x 7.9,5.2,,136g,2700 mAh,2592 x 1944 (5 메가픽셀),4032 x 3024 (12.2 메가픽셀),미확인,2016. 03
0,LG전자,Nexus 5X,넥서스 5x,넥서스 5x,16 GB / 32 GB,72.6 x 147 x 7.9,5.2,,136g,2700 mAh,2592 x 1944 (5 메가픽셀),4032 x 3024 (12.2 메가픽셀),미확인,2016. 03
0,삼성전자,Nexus S,넥서스 S,넥서스 S,16 GB,63 x 123.9 x 10.9,4.0,,129g,1500 mAh,(0 메가픽셀),2560 x 1920 (4.9 메가픽셀),미확인,2011. 02
0,삼성전자,SHV-E110S,갤럭시 S2 LTE,갤럭시 S2 LTE,,68.8 x 129.8 x 9.49,4.5,,135.5g,1850 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2011. 09
0,삼성전자,SHV-E120K,갤럭시 S2 HD,갤럭시 S2 HD,,68.8 x 132.65 x 9.5,4.65,,142g,1850 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2011. 10
0,삼성전자,SHV-E160K,갤럭시 노트 32GB,갤럭시 노트 32GB,16 GB / 32 GB,83 x 146.9 x 9.7,5.3,,178g,2500 mAh,(0 메가픽셀),3264 x 2448 (8 메가픽셀),Micro SDHC,2011. 11
0,삼성전자,SHV-E250K,갤럭시 노트2,갤럭시 노트2,16 GB / 32 GB / 64 GB,80.5 x 151.1 x 9.4,5.5,,180g,3100 mAh,(0 메가픽셀),3264 x 2448 (8 메가픽셀),Micro SD,2012. 09
0,삼성전자,SHV-E270L,갤럭시 그랜드,갤럭시 그랜드,,76.9 x 143.5 x 9.6,5.0,,162g,-,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2013. 01
0,삼성전자,SHV-E470S,갤럭시 S4 액티브,갤럭시 S4 액티브,16 GB,71.3 x 139.7 x 9.1,4.99,,151g,2600 mAh,(0 메가픽셀),3264 x 2448 (8 메가픽셀),Micro SD,2013. 06
0,삼성전자,SHV-E500L,갤럭시 윈,갤럭시 윈,8 GB,70.7 x 133.3 x 9.7,4.7,,152g,2000 mAh,(0 메가픽셀),2592 x 1944 (5 메가픽셀),Micro SD,2013. 11
0,삼성전자,SHW-M100S,갤럭시 A,갤럭시 A,,59.8 x 119.5 x 12.5,3.7,,128g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2010. 04
0,삼성전자,SHW-M110S,갤럭시 S,갤럭시 S,,64.2 x 122.4 x 9.9,4.0,,121g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2010. 06
0,삼성전자,SHW-M130K,갤럭시 U,갤럭시 U,,59.6 x 119.5 x 12.4,3.7,,131g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2010. 08
0,삼성전자,SHW-M130L,갤럭시 U,갤럭시 U,,59.6 x 119.5 x 12.4,3.7,,131g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2010. 08
0,삼성전자,SHW-M190S,갤럭시 S 호핀,갤럭시 S 호핀,,64 x 122.4 x 10.9,4.0,,129g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2011. 03
0,삼성전자,SHW-M220L,갤럭시 네오,갤럭시 네오,,56.9 x 115.9 x 12.14,3.5,,121.8g,1500 mAh,(0 메가픽셀),(0 메가픽셀),미확인,2011. 04
0,삼성전자,SHW-M240S,갤럭시에이스,갤럭시에이스,157.696 MB (megabytes),59.9 x 112.4 x 11.5,3.5,,114g,1350 mAh,(0 메가픽셀),2592 x 1944 (5 메가픽셀),Micro SDHC,2011. 01
0,삼성전자,SHW-M250K,갤럭시 S2,갤럭시 S2,16 GB / 32 GB,66.1 x 125.3 x 8.5,4.3,,121g,1650 mAh,1600 x 1200 (1.9 메가픽셀),3264 x 2448 (8 메가픽셀),Micro SDHC,2011. 04
0,삼성전자,SM-A300F,갤럭시 A3,갤럭시 A3,16 GB,65.5 x 130.1 x 6.9,4.5,,110.3g,1900 mAh,2560 x 1920 (4.9 메가픽셀),3264 x 2448 (8 메가픽셀),미확인,2015. 01
0,삼성전자,SM-A705F,갤럭시 A70,갤럭시 A70,128 GB,76.7 x 164.3 x 7.9,6.7,,183g,4500 mAh,6528 x 4896 (32 메가픽셀),6528 x 4896 (32 메가픽셀),미확인,2019. 03
0,삼성전자,SM-A9000,갤럭시 A9,갤럭시 A9,32 GB,80.9 x 161.7 x 7.4,6,,200g,4000 mAh,3264 x 2448 (8 메가픽셀),4160 x 3120 (13 메가픽셀),Micro SD,2016. 01
0,삼성전자,SM-C5000,갤럭시 C5,갤럭시 C5,32 GB / 64 GB,72 x 145.9 x 6.7,5.2,,143g,2600 mAh,3264 x 2448 (8 메가픽셀),4608 x 3456 (15.9 메가픽셀),Micro SD,2016. 05
0,삼성전자,SM-C7000,갤럭시 C7,갤럭시 C7,32 GB / 64 GB,77.2 x 156.6 x 6.7,5.7,,165g,3300 mAh,3264 x 2448 (8 메가픽셀),4608 x 3456 (15.9 메가픽셀),Micro SD,2016. 05
0,삼성전자,SM-F916N,갤럭시 Z 폴드2,갤럭시 Z 폴드2,256 GB / 512 GB,128.2 x 159.1 x 6.9,7.6,,279g,4500 mAh,10 MP (megapixels) (10 메가픽셀),4032 x 3024 (12.2 메가픽셀),미확인,2020. 09
0,삼성전자,SM-G355H,갤럭시 코어2,갤럭시 코어2,4 GB,68 x 130.3 x 9.8,4.5,,138g,2000 mAh,640 x 480 (0.3 메가픽셀),2560 x 1920 (4.9 메가픽셀),미확인,2014. 06
0,삼성전자,SM-G3606,갤럭시 코어 프라임,갤럭시 코어 프라임,8 GB,68.4 x 131.3 x 8.8,4.5,,-,2000 mAh,(0 메가픽셀),2576 x 1932 (5 메가픽셀),Micro SD,2014. 10
0,삼성전자,SM-G3608,갤럭시 코어 프라임,갤럭시 코어 프라임,8 GB,68.4 x 131.3 x 8.8,4.5,,-,2000 mAh,(0 메가픽셀),2576 x 1932 (5 메가픽셀),Micro SD,2014. 10
0,삼성전자,SM-G3609,갤럭시 코어 프라임,갤럭시 코어 프라임,8 GB,68.4 x 131.3 x 8.8,4.5,,-,2000 mAh,(0 메가픽셀),2576 x 1932 (5 메가픽셀),Micro SD,2014. 10
0,삼성전자,SM-G530H,갤럭시 그랜드 프라임,갤럭시 그랜드 프라임,8 GB,72.1 x 144.8 x 8.6,,,-,2600 mAh,2560 x 1920 (4.9 메가픽셀),3264 x 2448 (8 메가픽셀),Micro SD,2014. 09
0,삼성전자,SM-J320N0,갤럭시 J3 2016,갤럭시 J3 2016,8 GB,71 x 142.3 x 7.9,5,,138g,2600 mAh,1600 x 1200 (1.9 메가픽셀),3264 x 2448 (8 메가픽셀),Micro SD,2016. 05
0,삼성전자,SPH-M840,쇼옴니아,쇼옴니아,,59.8 x 120.9 x 13.4,3.7,,137g,1500 mAh,(0 메가픽셀),(0 메가픽셀),Micro SDHC,2009. 12
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
0,,검색안됨,,,,,,,,,,,,
