pl_id,pl_maker,pl_group,pl_model_code,pl_name,pl_model_name,pl_storage,pl_color_name,pl_hidden,storage_hidden,color_hidden,class_hidden,pl_color_code,pl_launch,pl_size,pl_display_inch,pl_display_cm,pl_weight,pl_battery,pl_front_camera,pl_back_camera,pl_external_storage,pl_review,pl_price,pl_score
135,lg,g_series,LG-F490,G3 Screen,G3 Screen,32,블랙|화이트,0,0,0|0,0|0|0,#000000|#FFFFFF,2014.1,81.8 x 157.8 x 9.5,5.2,13.22,182,3000,210만,"1,300만",최대 2TB,\N,LG:154000,
136,lg,g_series,LG-F460,G3.Cat6,G3.Cat6,16|32,메탈릭 블랙|실크 화이트|샤인 골드,0,0|0,0|0|0,0|0|0,#353535|#ffffff|#aa998b,2014.07,74.6 x 146.3 x 8.9,5.5,13.9,154,3000,210만,"1,300만","2 TB, 128 GB",\N,SKT:550000|KT:550000|LG:550000,
137,lg,g_series,LG-F320,G2,G2,32,블랙|화이트,0,0,0|0,0|0|0,#000000|#FFFFFF,2013.08,70.9 x 138.5 x 8.9,5.2,13.22,143,2610,210만,"1,300만","2 TB, 64 GB",\N,SKT:616000|KT:616000|LG:616000,
138,lg,g_series,LG-F350,G Pro2,G Pro2,32,티탄|화이트|실버,0,0,0|0|0,0|0|0,#353535|#ffffff|#c0c0c0,2014.02,81.9 x 157.9 x 8.3,5.9,14.99,172,3200,210만,"1,300만","2 TB, 64 GB",\N,\n,
139,lg,g_series,LG-F430,Gx2,Gx2,8,티탄 블랙|화이트,0,0,0|0,0|0|0,#000000|#FFFFFF,2014.08,79.2 x 152.1 x 9.1,5.7,14.4,168,3200,130만,800만,최대 64GB,\N,\n,
140,lg,g_series,LG-F310,Gx,Gx,32,블랙|화이트,0,0,0|0,0|0|0,#000000|#FFFFFF,2013.12,76.1 x 150.6 x 9.2,5.5,13.9,167,3140,210만,"1,300만",최대 64GB,\N,\n,
141,lg,g_series,LG-F510,G Flex2,G Flex2,16|32|64,플래티넘 실버|플라멩코 레드,0,0|0|0,0|0,0|0|0,#000000|#CE0000,2015.01,75.3 x 149.1 x 7.1,5.5,13.9,152,3000,210만,"1,300만",2 TB,\N,SKT:899800|KT:99000|LG:899800,
142,lg,g_series,LG-F340,G Flex,G Flex,32,티탄 실버,0,0,0,0|0|0,#000000,2013.11,81.6 x 160.5 x 7.9,5.5,13.9,177,3500,210만,"1,300만",미지원,\N,SKT:799700|KT:233200|LG:799700,
143,lg,lg,LG-Q720CS,Stylo 5,Stylo 5,32,그레이|로즈,0,0,0|0,0|0|0,\N,국내미출시,\N,\N,\N,\N,\N,\N,\N,\N,\N,\n,
144,lg,lg,LG-Q720AM,Stylo 5 Plus,Stylo 5 Plus,32,블랙,0,0,0,0|0|0,\N,국내미출시,\N,\N,\N,\N,\N,\N,\N,\N,\N,\n,
145,lg,lg,LG-MP450,Stylus 3,Stylus 3,16,티탄|핑크|골드,0,0,0|0|0,0|0|0,\N,국내미출시,\N,\N,\N,\N,\N,\N,\N,\N,\N,\n,
146,lg,lg,LG-F720,Stylus 2,Stylus 2,16,티탄|화이트,0,0,0|0,0|0|0,#353535|#ffffff,2016.03,79.6 x 155 x 7.4,5.7,14.4,145,3000,800만,"1,300만",2 TB,\N,\n,
147,lg,lg,LG-F560,G 스타일로,G Stylo,8,티탄|화이트,0,0,0|0,0|0|0,#353535|#ffffff,2015.04,79.2 x 154.3 x 9.6,5.7,14.4,163,3000,500만,800만,2 TB,\N,\n,
148,lg,lg,LG-D690,G3 Stylus,G3 Stylus,8,블랙|화이트|골드,0,0,0|0|0,0|0|0,\N,2014.08,75.9 x 149.3 x 10.2,5.5,13.9,163,3000,\N,"1,300만",2 TB,\N,\n,
149,lg,k_series,LG-F670,K10,K10,8|16,인디고 블랙|화이트,0,0|0,0|0,0|0|0,#28303D|#ffffff,2016.01,74.8 x 146.6 x 8.8,5.3,13.4,140,2300,500만,"1,300만","2 TB, 128 GB",\N,SKT:275000|KT:275000|LG:275000,
150,lg,lg,LG-F820,U폰,U phone,32,블랙|화이트|핑크,0,0,0|0|0,0|0|0,#000000|#FFFFFF|#D8C6C6,2016.1,73.2 x 147.5 x 6.9,5.2,13.22,135,3000,800만,"1,300만",2 TB,\N,\n,
151,lg,lg,LG-F620,클래스,LG CLASS,16,블루 블랙|골드|실버,0,0,0|0|0,0|0|0,#334050|#c2baa7|#c0c0c0,2015.09,71.8 x 142 x 7.4,5,12.7,147,2050,800만,"1,300만",2 TB,\N,\n,
152,lg,lg,LG-F540,볼트,LG Volt,8,티탄|화이트|골드,0,0,0|0|0,0|0|0,#353535|#ffffff|#c2baa7,2015.04,66.1 x 133.3 x 9.9,4.7,11.93,119,2100,100만,800만,최대 32GB,\N,SKT:257400|LG:297000,
153,lg,lg,LG-F520,아카,LG AKA,16,우키(화이트)|에기(옐로우)|소울(네이비)|요요(핑크),0,0,0|0|0|0,0|0|0,#ffffff|#F8D000|#242834|#E94F75,2014.11,71.9 x 138.7 x 9.9,5,12.7,135.5,2540,210만,800만,최대 32GB,\N,\n,
154,lg,q_series,LM-Q925,Q9,Q9,64,뉴 오로라 블랙|뉴 플래티넘 그레이,0,0,0|0,0|0|0,#181D30|#7C7B81,2019.01,71.9 x 153.2 x 7.9,6.1,15.49,159,3000,800만,"1,600만",2 TB,\N,SKT:499400|KT:499400|LG:499400,
155,lg,q_series,LM-Q927,Q9 One,Q9 One,64,뉴 오로라 블랙|뉴 플래티넘 블루,0,0,0|0,0|0|0,#181D30|#003153,2019.02,71.9 x 153.2 x 7.9,6.1,15.49,156,3000,800만,"1,600만",2 TB,\N,LG:399300,
156,lg,q_series,LM-Q815,Q8 2018,Q8 2018,32,오로라 블랙|모로칸 블루,0,0,0|0,0|0|0,#000000|#003153,2018.08,77.7 x 160.1 x 8.4,6.2,15.75,172,3300,500만,"1,600만",2 TB,\N,SKT:539000|KT:539000|LG:539000,
157,lg,q_series,LGM-X800,Q8,Q Stylus Plus,32,오로라 블랙|모로칸 블루,0,0,0|0,0|0|0,#000000|#003153,2017.08,71.9 x 149 x 8,5.2,13.22,146,3000,500만,"1,600만+800만 (듀얼)",2 TB,\N,LG:616000,
158,lg,q_series,LMQ710,Q Stylus,Q Stylus,32,블랙,0,0,0,0|0|0,\N,2018.08,77.8 x 160.2 x 8.4,6.2,15.75,172,\N,500만,"1,600만",2 TB,\N,\n,
159,lg,q_series,LMQ710HS,Q Stylus Alpha,Q Stylus Alpha,32,블랙|블루,0,0,0|0,0|0|0,\N,\N,77.8 x 160.2 x 8.4,6.2,15.75,172,3300,500만,"1,300만",2 TB,\N,\n,
160,lg,q_series,LM-Q720,Q7,Q7,32,오로라 블랙|모로칸 블루|라벤더 바이올렛,0,0,0|0|0,0|0|0,#000000|#003153|#D88FD8,2018.06,69.3 x 143.8 x 8.4,5.5,13.9,145,3000,500만,"1,300만",2 TB,\N,SKT:419100|KT:419100|LG:419100,
161,lg,q_series,LM-Q725,Q7 Plus,Q7 Plus,64,모로칸 블루,0,0,0,0|0|0,#003153,2018.06,69.3 x 143.8 x 8.4,5.5,13.9,145,3000,500만,"1,600만",2 TB,\N,SKT:517000|KT:517000|LG:517000,
162,lg,q_series,LG-X600,Q6,Q6,32,아스트로 블랙|미스틱 화이트|아이스 플래티넘,0,0,0|0|0,0|0|0,#000000|#FFFFFF|#7f899a,2017.08,69.3 x 142.5 x 8.1,5.5,13.9,149,3000,500만,"1,300만",2 TB,\N,SKT:419100|KT:419100|LG:419100,
163,lg,q_series,LGM-X600,Q6 Plus,Q6 Plus,64,마린 블루,0,0,0,0|0|0,#003153,2017.08,69.3 x 142.5 x 8.1,5.5,13.9,149,3000,500만,"1,300만",2 TB,\N,SKT:484000|KT:484000|LG:484000,
164,lg,v_series,LM-V500,V50 ThinQ,V50 ThinQ,128,아스트로 블랙,0,0,0,0|0|0,#000000,2019.05,76.1 x 159.2 x 8.3,6.4,16.3,183,4000,800만+500만 (듀얼),"1,600만+1,200만+1,200만 (트리플)",2 TB,\N,SKT:999900|KT:899800|LG:750200,
165,lg,v_series,LM-V510,V50s ThinQ,V50s ThinQ,256,오로라 블랙,0,0,0,0|0|0,#000000,2019.1,75.8 x 159.3 x 8.4,6.4,16.3,192,4000,"3,200만","1,600만+1,200만 (듀얼)",2 TB,\N,SKT:999900|KT:999900|LG:999900,
166,lg,v_series,LM-V409,V40 ThinQ,V40 ThinQ,128,뉴 플래티넘 그레이|뉴 모로칸 블루|카민 레드,0,0,0|0|0,0|0|0,#7C7B81|#003153|#CE0000,2018.1,75.8 x 158.7 x 7.7,6.4,16.3,169,3300,800만+500만 (듀얼),"1,600만+1,200만+1,200만 (트리플)",2 TB,\N,SKT:1049400|KT:1049400|LG:1049400,
167,lg,v_series,LM-V350,V35,V35,64,뉴 오로라 블랙,0,0,0,0|0|0,#000000,2018.07,75.4 x 151.7 x 7.3,6,15.24,157,3300,800만,"1,600만+1,200만 (듀얼)",2 TB,\N,SKT:1048300|KT:1048300|LG:1048300,
168,lg,v_series,LGM-V300S,V30s ThinQ,V30s ThinQ,128|256,뉴 플래티넘 그레이,0,0|0,0,0|0|0,#7C7B81,2018.03,75.4 x 151.7 x 7.3,6,15.24,157,3300,500만,"1,600만+1,300만 (듀얼)",2 TB,\N,SKT:849200,
169,lg,v_series,LGM-V300,V30,V30,64|128,오로라 블랙|모로칸 블루|라벤더 바이올렛|클라우드 실버,0,0|0,0|0|0|0,0|0|0,#000000|#003153|#D88FD8|#d3d3d3,2017.09,75.4 x 151.7 x 7.3,6,15.24,157,3300,500만,"1,600만+1,300만 (듀얼)","2 TB, 256 GB",\N,SKT:948200|KT:948200|LG:948200,
170,lg,v_series,LG-F800,V20,V20,64,티탄|실버|핑크,0,0,0|0|0,0|0|0,#c0c0c0|#353535|#e5c5ca,2016.09,78.1 x 159.7 x 7.6,5.7,14.4,174,3200,500만,"1,600만+800만 (듀얼)",2 TB,\N,SKT:899800|KT:899800|LG:899800,
171,lg,v_series,LG-F600,V10,V10,64,럭스 화이트|오션 블루|모던 베이지|오팔 블루|스페이스 블랙,0,0,0|0|0|0|0,0|0|0,#e3e2dd|#2c2b3b|#c3bbb9|#91a8b0|#202022,2015.1,79.3 x 159.6 x 8.6,5.7,14.4,192,3000,500만,"1,600만",2 TB,세컨드 스크린,SKT:599500|KT:599500|LG:599500,
172,lg,x_series,LM-X510,X5 2018,X5 2018,32,모로칸 블루,0,0,0,0|0|0,#003153,2018.06,78.1 x 154.7 x 8.9,5.5,13.9,171,4500,500만,"1,300만",2 TB,\N,SKT:363000|KT:363000|LG:363000,
173,lg,x_series,LM-X410,X4,X4,16,블랙|골드,0,0,0|0,0|0|0,#000000|#c2baa7,2018.05,75.1 x 148.6 x 8.6,5.3,13.4,172.3,3000,500만,800만,2 TB,\N,SKT:297000|KT:297000|LG:297000,
174,lg,x_series,LM-X415,X4 Plus,X4 Plus,32,모로칸 블루|라벤더 바이올렛,0,0,0|0,0|0|0,#003153|#D88FD8,2018.02,75.1 x 148.6 x 8.6,5.3,13.4,172.3,3000,500만,"1,300만",2 TB,\N,SKT:349800|KT:349800|LG:349800,
175,lg,x_series,LM-X625,X6 2019,X6 2019,64,뉴 오로라 블랙|뉴 모로칸 블루,0,0,0|0,0|0|0,#000000|#003153,2019.06,77 x 161.3 x 8.7,6.26,15.9,172,3500,"1,300만","1,600만+500만 (듀얼)",2 TB,\N,SKT:349800|KT:349800|LG:349800,
176,lg,x_series,LM-X420,X4 2019,X4 2019,32,뉴 오로라 블랙|뉴 플래티넘 그레이,0,0,0|0,0|0|0,#000000|#7C7B81,2019.04,71.9 x 153 x 8.3,5.7,14.4,150,3000,800만,"1,600만",2 TB,\N,LG:297000,
177,lg,x_series,LM-X220,X2 2019,X2 2019,32,뉴 오로라 블랙,0,0,0,0|0|0,#000000,2019.08,71.5 x 147 x 8.2,5.45,13.84,147,3000,500만,"1,300만",2 TB,\N,SKT:209000|KT:198000,
178,lg,x_series,LM-X210,X2 2018,X2 2018,16,오로라 블랙,0,0,0,0|0|0,#000000,2018.07,71.9 x 144.8 x 8.2,5,12.7,152,2500,500만,800만,2 TB,\N,SKT:198000,
179,lg,x_series,LGM-X320,X500,X500,32,네이비|골드,0,0,0|0,0|0|0,#000046|#c2baa7,2017.06,78.1 x 154.7 x 8.4,5.5,13.9,164,4500,500만,"1,300만",2 TB,\N,SKT:319000|KT:319000|LG:319000,
180,lg,x_series,LGM-X401,X401,X401,16|32,블랙|골드,0,0|0,0|0,0|0|0,#000000|#c2baa7,2017.12,75.29 x 148.7 x 7.99,5.3,13.4,142,2800,500만,"1,300만",2 TB,X400을 그 해 12월 재출시 모델,SKT:289300|LG:289300,
181,lg,x_series,LGM-K121,X400,X400,16|32,블랙|골드,0,0|0,0|0,0|0|0,#000000|#c2baa7,2017.02,75.29 x 148.7 x 7.99,5.3,13.4,142,2800,500만,"1,300만",2 TB,\N,SKT:319000|KT:319000|LG:319000,
182,lg,x_series,LGM-K120,X300,X300,16,실버|다크 블루,0,0,0|0,0|0|0,#d3d3d3|#000046,2017.01,72.1 x 144.8 x 8.09,5,12.7,142,2500,500만,"1,300만",2 TB,\N,SKT:253000|KT:253000|LG:253000,
183,lg,lg,LG-F750,엑스파워,X Power,16,인디고 블랙|화이트,0,0,0|0,0|0|0,#28303D|#ffffff,2016.07,74.9 x 148.9 x 7.9,5.3,13.4,139,4100,800만,"1,300만",2 TB,\N,LG:253000,
184,lg,x_series,LG-F770,X5,X5,16,인디고 블랙|화이트,0,0,0|0,0|0|0,#28303D|#ffffff,2016.07,76.9 x 151.6 x 7.2,5.5,13.9,133,2800,500만,"1,300만",최대 32GB,\N,LG:363000,
185,lg,x_series,LG-F740,X스킨,X Skin,16,블랙|골드,0,0,0|0,0|0|0,#000000|#c2baa7,2016.06,71.4 x 144.8 x 6.9,5,12.7,122,2100,500만,800만,최대 32GB,\N,LG:176000,
186,lg,x_series,LG-F690,X캠,X Cam,16,티탄 실버|핑크,0,0,0|0,0|0|0,#353535|#e5c5ca,2016.06,73.6 x 147.5 x 6.9,5.2,13.22,118,2520,800만,"1,300만+500만 (듀얼)",2 TB,\N,SKT:396000|LG:396000,
187,lg,x_series,LG-F650,X스크린,X Screen,16,블랙|화이트|핑크 골드,0,0,0|0|0,0|0|0,#000000|#FFFFFF|#D8C6C6,2016.03,71.8 x 142.6 x 7.1,5,12.7,120,2300,500만,"1,300만",2 TB,1.76인치 세컨드 스크린 탑재,SKT:316800|KT:316800|LG:319000,
188,lg,lg,LG-H791,넥서스 5x,Nexus 5x,16,카본|쿼츠|아이스,0,0,0|0|0,0|0|0,#353535|#ffffff|#a3c2bd,2016.03,72.6 x 147 x 7.9,5.2,13.22,136,2700,500만,"1,230만",미지원,\N,SKT:242000|KT:33000|LG:242000,
189,lg,lg,LG-F260,옵티머스 LTE3,Optimus LTE3,8,블랙|화이트,0,0,0|0,0|0|0,#000000|#FFFFFF,2013.03,68.2 x 131.7 x 9.6,4.7,11.93,133,2540,130만,800만,최대 32GB,\N,\n,
190,lg,lg_folder,LG-F610,와인 스마트 재즈,Wine Smart Jazz,4,베이지|브라운,0,0,0|0,0|0|0,#9D9C98|#514843,2015.09,58.7 x 117.7 x 16.6,3.2,8.13,143,1700,30만,300만,최대 32GB,\N,LG:242000,
191,lg,lg_folder,LG-F480,와인 스마트,Wine Smart,4,블랙|화이트,0,0,0|0,0|0|0,#000000|#FFFFFF,2014.09,59.4 x 118.6 x 16.9,3.5,8.89,140.8,1700,30만,800만,최대 64GB,\N,SKT:297000|KT:55000|LG:99000,
192,lg,lg_folder,LG-T480,와인 스마트 3G,Wine Smart 3G,4,블랙|화이트,0,0,0|0,0|0|0,#000000|#FFFFFF,2014.09,59.4 x 118.6 x 16.9,3.5,8.89,140.8,1700,30만,800만,최대 64GB,\N,\n,
193,lg,lg_folder,LM-Y110,LG폴더,LG Folder,8,블랙|골드,0,0,0|0,0|0|0,#000000|#c2baa7,2018.03,112.7 x 54.1 x 17.4,3,7.62,130,1470,\N,500만,최대 32GB,\N,SKT:220000|KT:220000|LG:220000,
194,lg,lg_folder,LGM-X100,스마트폴더,SmartFolder,0,화이트|블루,0,0,0|0,0|0|0,#FFFFFF|#0D1D29,2017.1,58.7 x 117.6 x 16.9,3.3,8.38,142,1940,500만,500만,최대 32GB,\N,SKT:297000|LG:297000,
195,samsung,folderble,SM-F907,갤럭시 폴드,Galaxy Fold,512,코스모스 블랙|스페이스 실버,0,0,0|0,0|0|0,#000000|#D0D8DF,2019.09,117.9 x 160.9 x 6.9,7.3,18.53,263,4235,"1,000만+1,000만+800만(트리플)","1,600만+1,200만+1,200만(트리플)",미지원,플렉시블 디스플레이을 탑재한 세계 최초로 인폴딩 구조의 삼성 안드로이드 스마트폰. 커버쪽에 4.6인치 멀티터치 지원 스크린이 있으며 태블릿에 가까운 사용자 환경을 제공하는게 특징이다.,SKT:1500400|KT:1705000|LG:1705000,
196,apple,apple,A2775,아이폰SE(2020),iphoneSE (2020),64|128|256,블랙|RED|화이트,0,0|0|0,0|0|0,0|0|0,#2e3034|#b41325|#f3f3f3,2020.05,67.3 x 138.4 x 7.3,4.7,11.93,148,1821,700만,"1,200만",미지원,스펙비교? 부질없음. 아이폰을 50만원대로 사용한다는데. 홈버튼의 귀환,"SKT:539000|KT:539000|LG: 539,000",
197,samsung,a_series,SM-A805,갤럭시 A80,Galaxy A80,128,팬텀 블랙|고스트 화이트|엔젤 골드,0,0,0|0|0,0|0|0,#000000|#FFFFFF|#DAAF69,2019.11,76.5 x 165.2 x 9.3,6.7,17.02,220,3700,"4,800만+800만+TOF 3D","4,800만+800만+TOF 3D",미지원,"로테이팅 카메라, 셀카찍을때 갑툭튀하는 카메라로 모든 시선을 한몸에...",SKT:599500,
198,samsung,folderble,SM-F700,갤럭시 Z플립,Galaxy Z Flip,256,미러 블랙|미러 퍼플|미러 골드,0,0|0|0,0|0|0,0|0|0,#000000|#A187F5|#f1d977,2020.02,73.6 x 167.3 x 7.2,6.7,17.02,183,3300,"1,000만","1,200만+1,200만",미지원,위아래로 접히는 삼성 두번째 폴더블폰~ 접으면 한손에 조약돌 사이즈,SKT:1188000|KT:1188000|LG:1188000,
199,samsung,s_series,SM-G981,갤럭시 S20,Galaxy S20,128,코스믹 그레이|클라우드 블루|클라우드 핑크|클라우드 화이트|아우라 레드,0,0,0|0|0|0|0,0|0|0,#7f7f7f|#afe0ff|#ffccd6|#ffffff|#fa4856,2020.03,69.1 x 151.7 x 7.9,6.2,17.75,163,4000,"1,000만","6,400만+1,200만+1,200만",최대 1TB,"아이폰11보다 뛰어난 스크롤 반응속도! 개선된 지문인식. But, 20대9라는 자꾸 길어지는 디스플레이",SKT:1188000|KT:1144000|LG:1144000,
200,samsung,s_series,SM-G986,갤럭시 S20 Plus,Galaxy S20 Plus,256,코스믹 블랙|코스믹 그레이|클라우드 블루|클라우드 화이트|아우라 레드|아우라 블루,0,0,0|0|0|0|0|0,0|0|0,#000000|#7f7f7f|#afe0ff|#ffffff|#316fe4|#316fe4,2020.03,73.7 x 161.9 x 7.8,6.7,17.02,188,4500,"1,000만","6,400만+1,200만+1,200만",최대 1TB,"S20보다 내장 메모리 2배, 화면 0.5인치, 배터리 커진 버젼 ",SKT:1144000|KT:1045000|LG:1248500,
210,samsung,s_series,SM-G988,갤럭시 S20 울트라,Galaxy S20 Ultra,256,코스믹 블랙|코스믹 그레이,0,0,0|0,0|0|0,#000000|#7f7f7f,2020.03,76 x 166.9 x 8.8,6.9,17.53,222,5000,"4,000만","1억800만+4,800만+1,200만+30만",최대 1TB,"1억800만 화소, 100배줌 지원하는 역대급 카메라 스펙 스마트폰!",SKT:1248500|KT:1199000|LG:1298000,
211,lg,g_series,LM-G900,벨벳,VELVET,128,오로라 화이트|오로라 그레이|오로라 그린|일루전 선셋,0,0,0|0|0|0,0|0|0,"#000000|#474854|#0A9790|linear-gradient(to bottom, #E1E587,#E6575D)",2020.05,74.1 x 167.1 x 7.85,6.8,17.2,180,4300,"1,600만","4,800만+800만+500만",최대 2TB,쟁쟁한 경쟁자들 사이에 LG 플래그십 스마트폰으로 출시! 블랙베리와 같은 이쁜 쓰레기가 될 것인가? 아님 G시리즈를 계승하여 LG 스마트폰의 부활을 알릴것인가?,SKT:899800|KT:899800|LG:899800,
212,lg,q_series,LM-Q510,Q51,Q51,32,프로즌 화이트|문라이트 티탄,0,0,0|0,0|0|0,#ffffff|#3F434C,2020.05,77.9 x 166.9 x 8.4,6.5,16.51,204,4000,"1,300만","1,300만+500만+200만",최대 2TB,"공신폰 일명 공부폰! 데이터, 와이파이 완벽 차단! ",SKT:319000|KT:319000|LG:319000,
213,lg,lg_folder,LM-Y120,LG폴더2,LG Folder 2,8,화이트|뉴 플레티넘 그레이,0,0,0|0,0|0|0,#ffffff|#3F434C,2020.04,55 x 107.9 x 18,2.8,7.11,127,1470,\N,200만,최대 32GB,"4G LTE 지원의 피처폰, LG 폴더의 후속작, FM라디오 지원",SKT:198000|LG:198000,
214,lg,q_series,LM-Q630,Q61,Q61,64,프로즌 화이트|문라이트 티탄,0,0,0|0,0|0|0,#ffffff|#3F434C,2020.05,77.5 x 164.5 x 8.3,6.53,16.59,192,4000,"1,600만","4,800만+800만+500만+200만(쿼드)",최대 2TB,"쿼드 카메라와 접사, LG페이 지원하는 LG 보급형!",SKT:369600|KT:369600|LG:369600,
215,samsung,a_series,SM-A315,갤럭시 A31,Galaxy A31,64|128,프리즘 크러시 블랙|프리즘 크러시 화이트|프리즘 크러시 블루,0,0|0,0|00,0|0|0,#000000|#ffffff|#374085,2020.05,73.1 x 159.3 x 8.6,6.4,16.25,185,5000,"2,000만","4,800만+800만+500만+500만(쿼드)","2 TB, 512 GB","삼성페이, 쿼드 카메라를 탑재한 20년 보급형 스마트폰!",SKT:374000|KT:374000|LG:374000,
216,samsung,a_series,SM-A516,갤럭시 A51,Galaxy A51,128,프리즘 큐브 블랙|프리즘 큐브 화이트|프리즘 큐브 핑크,0,0,0|0|0,0|0|0,#000000|#ffffff|#F789A2,2020.05,73.6 x 158.9 x 8.7,6.5,16.51,187,4500,"3,200만","4,800만+1,200만+500만+500만(쿼드)","2 TB, 512 GB",국내는 5G 모델로 출시된 가성비 보급형 스마트폰!,SKT:572000|KT:473000|LG:473000,
217,samsung,a_series,SM-A716,갤럭시 A퀀텀,Galaxy A Quantum,128,프리즘 큐브 블랙|프리즘 큐브 실버|프리즘 큐브 블루,0,0,0|0|0,0|0|0,#000000|#DBDEE6|#016FC8,2020.05,75.5 x 162.5 x 8.1,6.7,17.02,185,4500,"3,200만","6,400만+1,200만+500만+500만(쿼드)","2 TB, 1TB 공식지원",스마트폰 최초 양자난수생성칩 탑재되어 보안 한층 강화! 중급형 라인업인 갤럭시 A 시리즈답게 무선충전과 방수방진을 지원하지 않음,SKT:548900,
218,samsung,s_series,SM-G781,갤럭시S20 FE,Galaxy S20 FE,128,클라우드 레드|클라우드 라벤더|클라우드 네이비|클라우드 화이트|클라우드 민트,0,0,0|0|0|0|0,0|0|0,#e03f45|#f4daf7|#475578|#f7f3f2|#c0e0d1,2020.1,74.5 x 159.8 x 8.4,6.5,16.51,190,4500,"3,200만","1,200만+1,200만+800만",최대 1 TB,"메모리 6기가, 없던 컬러,  군더더기 없이 필요한 스펙만 가지고 출시!",SKT:899800|KT:899800|LG:899800,
219,samsung,note_series,SM-N981,갤럭시노트20,GalaxyNote20,256,미스틱 그레이|미스틱 그린|미스틱 브론즈,0,0,0|0|0,0|0|0,#505050|#bdecc8|#e4ab9c,2020.09,75.2 x 161.6 x 8.3,6.7,17.02,192,4300,"1,000만","6,400만+1,200만+1,200만",미지원,"삼성 플래그쉽 노트시리즈, 엑시노스가 아닌 스냅드래곤을 채택한 삼성의 탁월함에 박수",SKT:1199000|KT:1199000|LG:1199000,
220,samsung,note_series,SM-N986,갤럭시노트20 울트라,GalaxyNote20 Ultra  ,256,미스틱 블랙|미스틱 화이트|미스틱 브론즈,0,0,0|0|0,0|0|0,#000000|#FFFFFF|#e4ab9c,2020.09,77.2 x 164.8 x 8.1,6.9,17.53,208,4500,"1,000만","1억800만+1,200만+1,200만",최대 1 TB,"5G 지원 모델, 지문이 묻어나지 않는 헤이즈 공법이 적용된 컬러는 미스틱 브론즈 색상에만 적용? 갑툭튀는 케이스로 해결!",SKT:1452000|KT:1452000|LG:1452000,
221,lg,q_series,LM-Q310,Q31,LG Q31,32,메탈릭 실버,0,0,0,0|0|0,#D7D7D7,2020.09,147.9 x 71 x 8.7,5.7,14.47,145,3000,500만,"1,300만+500만",최대 2TB,"미 국방부 군사표준규격을 통과한 내구성! 하지만 방수,방진은 No~ 20만원대 초저가 스마트폰이지만 지문인식센서 없고 LG 페이도 빠짐. 아쉽지만 가격으로 승부!",SKT:209000|KT:209000|LG:209000,
222,lg,q_series,LM-Q520,Q52,LG Q52,64,실키 화이트|실키 레드,0,0,0|0,0|0|0,#ffffff|#A31E3D,2020.1,165 x 76.7 x 8.4,6.6,16.76,186,4000,"1,300만","4,800만+500만+200만+200만",최대 2TB,"LG 2020년 마지막 작품! 가성비갑! 6.6대화면, 쿼드카메라를 출고가 33만원에! 팔면 팔수록 손해보는 모델일듯",SKT:330000|KT:330000|LG:330000,
